Surname,FirstName,Hotel,Locality,Year,Day/Month,License,Citation,Remarks
AMBROSE,Thomas,St Patrick's,"McDonalds River, District of Wollombi",1856,9 September,1348,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Wollombi
AMBROSE,Thomas,"St Patricks Inn, The","MacDonald River, District of Wollombi",1856,9 September,1348,NRS 14403 [7/1507]; Reel 1239,
AMENS,Edmund,Jockey Club Hotel,"Bigge's Camp, District of Ipswich",1855,17 April,0732,NRS 14403 [7/1502]; Reel 1236,
AMNER,William,"Shipwrights Arms, The","Princes Street, Sydney",1837,14 July,0387,NRS 14401 [4/68]; Reel 5053,
AMNER,William,Saint Patrick,"George Street, Sydney",1842,29 June,0375,NRS 14401 [4/74]; Reel 5057,
AMNER,William,Shipwrights Arms,"Princes Street, Sydney",1836,6 July,0251,NRS 14401 [4/67]; Reel 5053,
AMNER,William,"Shipwrights Arms, The","Princes Street, Sydney",1839,25 June,0271,NRS 14401 [4/70]; Reel 5055,
AMNER,William,Shipwrights Arms,"Prince Street, Sydney",1835,6 July,0301,NRS 14401 [4/66]; Reel 5052,
AMNER,William,Shipwright's Arms,"Princes Street, Sydney",1838,6 July,0351,NRS 14401 [4/69]; Reel 5054,
AMNER,William,Forth and Clyde,"Cumberland Street, Sydney",1840,6 August,0438,NRS 14401 [4/72]; Reel 5056,"or Forth of Clyde Tavern; see Forth and Clyde, 1836-38, 1843"
AMNER,William,Saint Patrick,"Gloucester Street, Sydney",1843,29 June,0387,NRS 14401 [4/75]; Reel 5058,
AMOS,Thomas,"Royal Arms, The","Liverpool Road, District of Sydney",1858,21 May,1285,NRS 14403 [7/1511]; Reel 1241,
AMOS,Thomas,Royal Arms,"Liverpool Road, District of Sydney",1856,29 April,1082,NRS 14403 [7/1506]; Reel 1238,
AMOS,Thomas,Royal Arms,"Liverpool Road, District of Sydney",1854,6 December,1187,NRS 14403 [4/89]; Reel 5066,
AMOS,Thomas,Royal Arms,"Liverpool Road, District of Sydney",1856,15 April,1082,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Sydney
AMOS,Thomas,Royal Arms,"Liverpool Road, District of Sydney",1855,27 April,0782,NRS 14403 [7/1502]; Reel 1236,
ANDERSEN,Fritz,Our House,"Hanging Rock, District of Nundle",1858,27 April,0164,NRS 14403 [7/1509]; Reel 1240,3 pages
ANDERSON,David,Albion Inn,Hartley,1841,11 June,0113,NRS 14401 [7/1501]; Reel 1236,
ANDERSON,David,Help the Lame Dog Over the Style,"Kent Street, Sydney",1832,4 July,0151,NRS 14401 [4/63]; Reel 5050,
ANDERSON,David,Help the Lame Dog Over the Style,"Kent Street, Sydney",1834,4 July,0226,NRS 14401 [4/65]; Reel 5052,
ANDERSON,David,"Help the Lame Dog Over the Style, The","Kent Street, Sydney",1833,2 July,0142,NRS 14401 [4/64]; Reel 5051,
ANDERSON,David,Albion Inn,Hartley,1842,31 May,0041,NRS 14401 [4/74]; Reel 5057,
ANDERSON,John,"Blue Anchor, The","George Street and Brown Bear Lane, Sydney",1839,19 June,0195,NRS 14401 [4/70]; Reel 5055,
ANDERSON,John,George and Dragon,East Maitland,1841,10 June,0105,NRS 14401 [7/1501]; Reel 1236,
ANDERSON,John,"Bakers Arms, The","Pitt Street, Sydney",1838,15 January,0451,NRS 14401 [4/68]; Reel 5053,40/- license
ANDERSON,John,"Star Inn, The",Penrith,1853,19 April,0172,NRS 14403 [4/84]; Reel 5063,
ANDERSON,John,Captain Piper,"Sussex and Erskine Streets, Sydney",1837,12 July,0360,NRS 14401 [4/68]; Reel 5053,
ANDERSON,John,"Star Inn, The",Penrith,1856,21 April,0361,NRS 14403 [7/1504]; Reel 1237,
ANDERSON,John,"Star Inn, The",Penrith,1858,20 April,0421,NRS 14403 [7/1509]; Reel 1240,
ANDERSON,John,Crown and Kettle,"York and Barrack Streets, Sydney",1856,23 April,1139,NRS 14403 [7/1506]; Reel 1238,
ANDERSON,John,"Star Inn, The",Penrith,1854,18 April,0691,NRS 14403 [4/88]; Reel 5065,
ANDERSON,John,Stag Inn,Penrith,1848,28 June,0507,NRS 14401 [4/83]; Reel 5062,
ANDERSON,John,Captain Piper,"George Street, Sydney",1836,11 July,0321,NRS 14401 [4/67]; Reel 5053,"see John Piper, 1833"
ANDERSON,John,Captain Piper,"Sussex and Erskine Streets, Sydney",1837,27 January,0405,NRS 14401 [4/67]; Reel 5053,40/- license
ANDERSON,John,"Star Inn, The",Penrith,1855,17 April,0976,NRS 14403 [7/1503]; Reel 1237,
ANDERSON,John,Kentish Arms,Penrith,1847,28 June,0339,NRS 14401 [4/79]; Reel 5061,removed to another house in same place
ANDERSON,John,New York Tavern,"George Street, Sydney",1846,22 June,0174,NRS 14401 [4/78]; Reel 5060,"New York Hotel, 1846; Transferred to Daniel ROGERS"
ANDERSON,John,"Blue Anchor, The","George Street and Brown Bear Lane, Sydney",1838,3 July,0250,NRS 14401 [4/69]; Reel 5054,
ANDERSON,John,Crown and Kettle,"York and Barrack Streets, Sydney",1856,15 April,1139,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Sydney
ANDERSON,John,George and Dragon,East Maitland,1840,29 May,0043,NRS 14401 [4/72]; Reel 5056,"see George and Dragon Inn, 1838; Saint George and Dragon, 1839"
ANDERSON,John,"New York Hotel, The","George Street, Sydney",1846,2 January,0578,NRS 14401 [4/77]; Reel 5059,"New York Tavern, 1846"
ANDERSON,Joseph,"Freemason's Arms, The","King and George Streets, Sydney",1837,11 July,0356,NRS 14401 [4/68]; Reel 5053,
ANDERSON,William,Golddiggers Arms,"Bargo, on the Great South Road",1856,9 May,0199,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Picton
ANDERSON,William,"Golddiggers Arms, The",Bargo,1856,9 May,0199,NRS 14403 [7/1504]; Reel 1237,
ANDERSON,William,"Crown, The",Sydney,1839,19 June,0199,NRS 14401 [4/70]; Reel 5055,
ANDERSON,William,"White Hart, The","Windsor road, District of Parramatta",1854,18 April,0576,NRS 14403 [4/88]; Reel 5065,
ANDERSON,William,"White Hart, The","Windsor road, District of Parramatta",1853,19 April,0279,NRS 14403 [4/84]; Reel 5063,
ANDERSON,William,"Royal Hotel, The",Warwick,1858,20 April,0059,NRS 14403 [7/1509]; Reel 1240,
ANDERSON,William,"White Hart, The","Church Street, Parramatta",1856,15 April,0885,NRS 14403 [7/1506]; Reel 1238,
ANDERSON,William,"Gold Diggers Arms, The","Bargo, District of Camden, Narellan and Picton",1857,18 May,0494,NRS 14403 [7/1508]; Reel 1239,
ANDERSON,William,"Gold Diggers Arms, The",Bargo,1860,17 April,0383,NRS 14403 [7/1512]; Reel 1241,
ANDERSON,William,"Scotch Thistle, The",Sofala,1860,24 April,0542,NRS 14403 [7/1513]; Reel 1242,
ANDERSON,William,Gold Diggers Arms,"West Bargo, District of Picton",1853,13 May,0762,NRS 14403 [4/85]; Reel 5064,
ANDERSON,William,"Gold diggers Arms, The","Bargo, District of Picton",1854,12 May,0121,NRS 14403 [4/87]; Reel 5065,
ANDERSON,William,Jack's Delight,"Cumberland Street, Sydney",1838,4 July,0288,NRS 14401 [4/69]; Reel 5054,
ANDERSON,William,Jack's Delight,"South Head Road, Sydney",1838,28 August,0418,NRS 14401 [4/69]; Reel 5054,40/- license
ANDERSON,William,White Hart,"Church Street, Parramatta",1856,15 April,0885,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Parramatta
ANDERSON,William,"White Hart, The","Church Street, Parramatta",1856,4 March,1284,NRS 14403 [7/1503]; Reel 1237,
ANDREWS,Ann,"Struggler, The","Church Street, Parramatta, Old Toll Bar",1832,2 July,0112,NRS 14401 [4/63]; Reel 5050,
ANDREWS,Ann,"Anchor, The",Campbelltown,1839,18 June,0173,NRS 14401 [4/70]; Reel 5055,"see Crown and Anchor, 1834-38"
ANDREWS,Ann,"Struggler, The","Church Street, Parramatta; The Old Toll Bar, Parramatta",1834,25 June,0019,NRS 14401 [4/65]; Reel 5052,
ANDREWS,Ann,"Struggler, The","Church Street, Parramatta, Old Toll Bar",1833,4 July,0202,NRS 14401 [4/64]; Reel 5051,
ANDREWS,Anne,"Napier Hotel, The","Port Phillip Road, Umubbee, Tarcuttah, District of Wagga Wagga",1856,15 April,0072,NRS 14403 [7/1504]; Reel 1237,or Napier Inn
ANDREWS,Anne,Napier Inn,"Port Phillip Road, Umubbee, Tarcuttah, District of Wagga Wagga",1856,15 April,0072,NRS 14403 [7/1507]; Reel 1239,or Napier Hotel; on List of Certificates under Wagga Wagga
ANDREWS,Isaac,"White Hart, The","Phillip Street, Sydney",1853,13 May,0881,NRS 14403 [4/86]; Reel 5064,
ANDREWS,Isaac,White Hart,"Phillip Street, Sydney",1856,15 April,0913,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Sydney
ANDREWS,Isaac,"White Hart, The","Phillip Street, Sydney",1855,27 April,0916,NRS 14403 [7/1503]; Reel 1237,
ANDREWS,Isaac,"White Hart, The","Philip Street, Sydney",1854,6 May,0594,NRS 14403 [4/88]; Reel 5065,
ANDREWS,Isaac,"White Hart, The","Philip Street, Sydney",1856,24 April,0913,NRS 14403 [7/1506]; Reel 1238,
ANDREWS,John,Royal Oak,"Rocky River Goldfield, District of Armidale",1856,17 July,1283,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Armidale
ANDREWS,John,"Rose, Thistle and Shamrock","Church Street, Parramatta",1830,1 July,0128,NRS 14401 [4/61]; Reel 5049,"see Rose Shamrock and Thistle, 1831, 1833-35, 1839; Shamrock and Thistle, 1836; Shamrock Rose and Thistle, 1837"
ANDREWS,John,"Rose, Shamrock and Thistle","Church Street, Parramatta",1831,1 July,0088,NRS 14401 [4/62]; Reel 5049,"see Rose Thistle and Shamrock, 1830, 1832; Shamrock and Thistle, 1836; Shamrock Rose and Thistle, 1837"
ANDREWS,John,"Royal Oak Inn, The","Rocky River, District of Uralla",1857,21 April,0189,NRS 14403 [7/1508]; Reel 1239,
ANDREWS,John,"Royal Oak, The","Rocky River Goldfield, District of Armidale",1856,8 July,1283,NRS 14403 [7/1507]; Reel 1239,
ANDREWS,John Whisby,"Terminus Hotel, The","Liverpool, District of Parramatta",1856,9 September,1328,NRS 14403 [7/1507]; Reel 1239,
ANDREWS,John Whisley,"Terminus Hotel, The","Liverpool, District of Parramatta",1858,20 April,1138,NRS 14403 [7/1511]; Reel 1241,"out of order in register, after 1140"
ANDREWS,John Whisley,"Terminus Hotel, The","Liverpool, District of Parramatta",1860,17 April,0881,NRS 14403 [7/1513]; Reel 1242,
ANDREWS,Joseph,Murrimbidgee Inn,"Port Phillip Road, Stuckeys Ford, Yass; Gundegai, 1839",1839,12 June,0110,NRS 14401 [4/70]; Reel 5055,
ANDREWS,Joseph,"Napier Hotel, The","Melbourne and Sydney Road, Tarenttah",1855,17 April,0900,NRS 14403 [7/1503]; Reel 1237,
ANDREWS,Joseph,"Traveller's Home, The","Manning River, District of Port Macquarie",1854,18 April,0377,NRS 14403 [4/87]; Reel 5065,
ANDREWS,Joseph,"Travellers Home, The","Manning River, District of Port Macquarie",1847,16 December,0680,NRS 14401 [4/81]; Reel 5061,
ANDREWS,Joseph,"Travellers Home, The","Manning River, District of Port Macquarie",1855,17 April,1100,NRS 14403 [7/1503]; Reel 1237,
ANDREWS,Joseph,Murrimbidgee Inn,"Port Phillip Road, Stuckeys Ford, Yass; Gundegai, 1839",1842,4 July,0462,NRS 14401 [4/74]; Reel 5057,
ANDREWS,Joseph,Murrumbidgee Inn,Gundagai,1841,24 June,0282,NRS 14401 [7/1501]; Reel 1236,
ANDREWS,Joseph,"Travellers Home, The","Manning River, District of Macquarie",1853,19 April,0963,NRS 14403 [4/86]; Reel 5064,
ANDREWS,Joseph,Murrimbidgee Inn,"Port Phillip Road, Stuckeys Ford, Yass; Gundegai, 1839",1840,22 August,0440,NRS 14401 [4/72]; Reel 5056,
ANDREWS,Joseph,"Murrimbidgee Inn, The","Gundagai; Port Phillip Road, Stuckeys Ford, Yass; Gundegai, 1839",1845,27 June,0321,NRS 14401 [4/77]; Reel 5059,
ANDREWS,Joseph,Murrimbidgee Inn,"Port Phillip Road, Stuckeys Ford, Yass; Gundegai, 1839",1844,22 June,0146,NRS 14401 [4/76]; Reel 5059,
ANDREWS,Joseph,Murrimbidgee Inn,"Port Phillip Road, Stuckey's Ford, Yass; Gundegai, 1839",1838,3 July,0277,NRS 14401 [4/69]; Reel 5054,
ANDREWS,Joseph,"Napier Hotel, The","Tarcuttah, on the Sydney and Melbourne road, District of Wagga Wagga",1854,18 April,0931,NRS 14403 [4/89]; Reel 5066,
ANDREWS,Joseph,"Travellers Home, The","Manning River, District of Port Macquarie",1848,30 June,0687,NRS 14401 [4/83]; Reel 5062,
ANDREWS,Joseph,Murrimbidgee Inn,"Port Phillip Road, Stuckeys Ford, Yass; Gundegai, 1839",1843,26 June,0207,NRS 14401 [4/75]; Reel 5058,
ANDREWS,Samuel,"Bunendong Hotel, The","Bunendong, District of Stoney Creek",1860,17 April,0154,NRS 14403 [7/1512]; Reel 1241,
ANDREWS,Sarah,"Crown and Anchor, The",Campbelltown,1834,27 June,0071,NRS 14401 [4/65]; Reel 5052,"see Anchor, 1839"
ANDREWS,Sarah,Crown and Anchor,Campbelltown,1836,29 June,0041,NRS 14401 [4/67]; Reel 5053,"see Anchor, 1839"
ANDREWS,Sarah,Crown and Anchor,Campbelltown,1835,1 [July],0209,NRS 14401 [4/66]; Reel 5052,"see Anchor, 1839"
ANDREWS,Sarah,"Crown and Anchor, The",Campbelltown,1838,2 July,0189,NRS 14401 [4/69]; Reel 5054,"see Anchor, 1839"
ANDREWS,Sarah,"Crown and Anchor, The",Campbell Town,1837,28 June,0057,NRS 14401 [4/68]; Reel 5053,"see Anchor, 1839"
ANDREWS,William,Ship and Mermaid,"Millers Road, Sydney",1844,24 June,0161,NRS 14401 [4/76]; Reel 5059,
ANDREWS,William,Junction Inn,"Burwood Junction near Lake Macquarie Road, Newcastle",1856,15 April,0367,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Newcastle
ANDREWS,William,Ship and Mermaid,"Millers Road, Sydney",1843,26 June,0212,NRS 14401 [4/75]; Reel 5058,
ANDREWS,William,"Ship and Mermaid, The","Gloucester Street, Sydney",1853,29 April,0625,NRS 14403 [4/85]; Reel 5064,
ANDREWS,William,"Junction Inn, The",Burwood near Newcastle,1856,15 April,0367,NRS 14403 [7/1504]; Reel 1237,
ANDREWS,William,Cottage of Content,Sydney,1841,29 June,0369,NRS 14401 [7/1501]; Reel 1236,
ANDREWS,William,Ship and Mermaid,"Millers Point, Sydney; Millers Road, Sydney",1846,29 June,0370,NRS 14401 [4/80]; Reel 5060,
ANDREWS,William,Ship and Mermaid,"Millers Point, Sydney",1845,27 June,0288,NRS 14401 [4/77]; Reel 5059,
ANDREWS,William,Ship and Mermaid,"Gloucester Street, Sydney",1848,26 June,0331,NRS 14401 [4/82]; Reel 5062,
ANDREWS,William,Ship and Mermaid,"Gloucester Street, Sydney; Millers Road, Sydney",1847,21 June,0139,NRS 14401 [4/79]; Reel 5061,
ANDREWS,William,Ship and Mermaid,"Millers Road, Sydney",1842,14 June,0107,NRS 14401 [4/74]; Reel 5057,
ANDREWS,William,Ship and Mermaid,"Millers Road, Sydney",1840,16 June,0160,NRS 14401 [4/72]; Reel 5056,
ANDREWS,William,Cottage of Content,Sydney,1840,20 May,0031,NRS 14401 [4/72]; Reel 5056,
ANDREWS,William,Ship and Mermaid Inn,Sydney,1841,28 June,0345,NRS 14401 [7/1501]; Reel 1236,
ANDREWS,William Henry,"Adelaide Hotel, The","Bald Hills, Tambaroora, Gold District of Tambaroora",1856,22 April,0457,NRS 14403 [7/1505]; Reel 1238,
ANDREWS,William Henry,Adelaide Hotel,"Bald Hill Road, Tambaroora, Gold District of Tambaroora",1856,22 April,0457,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Tambaroora
ANGUS,John,Sheep Shears,"Middle River, Mudgee Road, Hartley",1844,20 June,0121,NRS 14401 [4/76]; Reel 5059,
ANGUS,John,Sheep Shears,"Middle River, Mudgee Road, Hartley",1843,8 December,0535,NRS 14401 [4/75]; Reel 5058,
ANLABY,John,Morpeth Hotel,"Greenhills, Maitland; Morpeth, 1837",1839,18 June,0188,NRS 14401 [4/70]; Reel 5055,or AULABY
ANLABY,John,"Morpeth Hotel, The","Greenhills, Maitland; Morpeth, 1837",1837,3 July,0179,NRS 14401 [4/68]; Reel 5053,or AULABY
ANLABY,John,Morpeth Hotel,"Greenhills, Maitland; Morpeth, 1837",1836,2 July,0136,NRS 14401 [4/67]; Reel 5053,or AULABY
ANLABY,John,"Morpeth Hotel, The","Greenhills, Maitland; Morpeth, 1837",1842,29 June,0368,NRS 14401 [4/74]; Reel 5057,or AULABY
ANLABY,John,Morpeth Hotel,"Greenhills, Maitland; Morpeth, 1837",1840,24 June,0294,NRS 14401 [4/72]; Reel 5056,or AULABY
ANLABY,John,Morpeth Hotel,"Greenhills, Maitland; Morpeth, 1837",1845,26 June,0260,NRS 14401 [4/77]; Reel 5059,or AULABY
ANLABY,John,"Morpeth Hotel, The","Greenhills, Maitland; Morpeth, Maitland, 1837",1844,28 June,0353,NRS 14401 [4/76]; Reel 5059,or AULABY
ANLABY,John,Morpeth Hotel,"Greenhills, Maitland; Morpeth, 1837",1838,26 June,0036,NRS 14401 [4/69]; Reel 5054,or AULABY
ANLABY,John,Morpeth Hotel,"Greenhills, Maitland; Morpeth, 1837",1846,29 June,0418,NRS 14401 [4/80]; Reel 5060,or AULABY
ANLABY,John,Morpeth Hotel,"Greenhills, Maitland; Morpeth, 1837",1847,28 June,0319,NRS 14401 [4/79]; Reel 5061,or AULABY
ANLABY,John,"Morpeth Hotel, The","Greenhills, Maitland; Morpeth, 1837",1843,30 June,0420,NRS 14401 [4/75]; Reel 5058,or AULABY
ANLALEY,John,Morpeth Hotel,Morpeth,1841,28 June,0351,NRS 14401 [7/1501]; Reel 1236,
ANLEZARK,James,"Hope, The","Bigge Square, Liverpool",1837,4 July,0212,NRS 14401 [4/68]; Reel 5053,
ANLEZARK,James,Limerick Races,"Liverpool Road, Liverpool",1842,7 June,0063,NRS 14401 [4/74]; Reel 5057,
ANLEZARK,James,Limerick Races,"Liverpool Road, Liverpool",1840,30 June,0402,NRS 14401 [4/72]; Reel 5056,
ANLEZARK,James,"Limerick Races, The","Liverpool Road, Liverpool; Campbell Town Road",1845,30 June,0484,NRS 14401 [4/77]; Reel 5059,
ANLEZARK,James,Limerick Races,"Liverpool Road, Liverpool",1844,29 June,0480,NRS 14401 [4/76]; Reel 5059,
ANLEZARK,James,Limerick Races,Liverpool,1846,30 June,0555,NRS 14401 [4/80]; Reel 5060,
ANLEZARK,James,"Limerick Races, The","Liverpool Road, Liverpool",1843,28 September,0527,NRS 14401 [4/75]; Reel 5058,
ANLEZARK,James,"Limerick Races, The","Liverpool Road, Liverpool",1839,27 June,0357,NRS 14401 [4/70]; Reel 5055,
ANLEZARK,James,[unnamed],"Bigge Square, Liverpool",1838,19 September,0426,NRS 14401 [4/69]; Reel 5054,or Hope
ANLEZARK,James,Hope,"Bigge Square, Liverpool",1836,29 June,0054,NRS 14401 [4/67]; Reel 5053,
ANSON,Aaron,"Diggers' Arms, The","Major's Creek, District of Araluen",1854,18 April,0136,NRS 14403 [4/87]; Reel 5065,
ANSON,Aaron,Harp,"on Little River, Mongarlow River, District of Araluen",1856,18 April,0002,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Araluen
ANSON,Aaron,"Harp, The","Mongarlow, District of Araluen",1856,19 April,1298,NRS 14403 [7/1503]; Reel 1237,
ANSON,Aaron,"Harp, The","Mongarlow River, District of Araluen",1856,15 April,0002,NRS 14403 [7/1504]; Reel 1237,
ANSON,Aaron,"Harp Inn, The","Mangarlow River, District of Briadwood",1858,20 April,0328,NRS 14403 [7/1509]; Reel 1240,
ANSON,Aaron,"Harp Inn, The","Mongarlow River, District of Braidwood",1857,21 April,0050,NRS 14403 [7/1508]; Reel 1239,
ANSON,Aaron,"Harp Inn, The","Mongarlowe River, District of Braidwood",1860,17 April,0232,NRS 14403 [7/1512]; Reel 1241,
ANSON,Aaron,"Diggers Arms, The","new Diggings the head of Major's Creek, District of Araluen",1854,15 February,1176,NRS 14403 [4/86]; Reel 5064,
APPLEBY,Thomas,Fleece Inn,"Booths Flat, Queanbeyan",1842,3 October,0492,NRS 14401 [4/74]; Reel 5057,
APPLETHWAITE,John Lithcote,"Red Cow Inn, The","George Street, Parramatta",1856,15 April,1225,NRS 14403 [7/1506]; Reel 1238,
APPLETHWAITE,John Lithcote,Red Cow,"George Street, Parramatta",1856,15 April,1225,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Parramatta
ARCHER,William,"Golden Pippen, The","Peel, District of Bathurst",1853,19 April,0168,NRS 14403 [4/84]; Reel 5063,
ARCHER,William,"Golden Pippin, The","Peel, District of Bathurst",1854,1 May,0954,NRS 14403 [4/89]; Reel 5066,
ARENDT,August,-,"Queen Street, Brisbane",1858,7 December,0055,NRS 14403 [7/1511]; Reel 1241,Confectioner's license
ARGENT,James,"Rose Inn, The",Broulee,1846,26 June,0311,NRS 14401 [4/80]; Reel 5060,
ARGENT,James,"Rose Inn, The",Broulee,1847,25 June,0233,NRS 14401 [4/79]; Reel 5061,
ARGENT,James,Rose Inn,"Yarnlah, St Vincent, District of Broulee",1848,26 June,0305,NRS 14401 [4/82]; Reel 5062,removed to Glen Duat
ARILEZARK,James,Limerick Races,"Liverpool Road, Liverpool",1841,29 June,0362,NRS 14401 [7/1501]; Reel 1236,
ARKINS,John,"Bricklayers Arms, The","High Street, West Maitland",1856,15 April,0047,NRS 14403 [7/1504]; Reel 1237,
ARKINS,John,"Denison Hotel, The","High Street, West Maitland",1857,21 April,0043,NRS 14403 [7/1508]; Reel 1239,
ARKINS,John,"Denison Hotel, The","High Street, West Maitland",1860,23 May,0090,NRS 14403 [7/1512]; Reel 1241,
ARKINS,John,Bricklayers Arms,"High Street, West Maitland",1856,15 April,0047,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Maitland
ARKINSTALL,Henry,Constitution Hotel,"York Street, Sydney",1856,30 May,0727,NRS 14403 [7/1505]; Reel 1238,
ARKINSTALL,Henry,Constitution Hotel,"York Street, Sydney",1856,15 April,0727,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Sydney
ARMFIELD,Edward,"Liverpool Arms, The","Liverpool, District of Parramatta",1858,20 April,0569,NRS 14403 [7/1510]; Reel 1240,
ARMOUR,Alexander,"Bookham, The","Bogolong, District of Bingalong",1858,20 April,0962,NRS 14403 [7/1510]; Reel 1240,
ARMSTRONG,Alexander,"Sportsmans Arms, The","Bong Bong Street, Kiama",1856,4 March,1288,NRS 14403 [7/1503]; Reel 1237,
ARMSTRONG,Alexander,"Sportsmans Arms, The","Bong Bong Street, Kiama",1856,15 April,1207,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Kiama
ARMSTRONG,Alexander,"Sportsmans Arms, The","Bong Bong Street, Kiama",1856,15 April,1207,NRS 14403 [7/1506]; Reel 1238,
ARMSTRONG,David,"Union Inn, The",Liverpool,1855,17 April,0522,NRS 14403 [7/1502]; Reel 1236,
ARMSTRONG,David,"Fabes Hotel, The",District of Campbell Town,1858,20 April,0398,NRS 14403 [7/1509]; Reel 1240,
ARMSTRONG,David,"Union Inn, The","Liverpool, District of Parramatta",1857,21 April,0369,NRS 14403 [7/1508]; Reel 1239,
ARMSTRONG,David,"Crown Inn, The","Chippendale, Sydney",1853,30 April,0806,NRS 14403 [4/86]; Reel 5064,
ARMSTRONG,David,Union Inn,"Liverpool, District of Parramatta",1856,15 April,0396,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Parramatta
ARMSTRONG,David,"Union Inn, The","Liverpool, District of Parramatta",1856,15 April,0396,NRS 14403 [7/1504]; Reel 1237,
ARMSTRONG,James,"Peace and Plenty Inn, The","Araluen, District of Braidwood",1858,20 April,0806,NRS 14403 [7/1510]; Reel 1240,
