,Item,Reel,Year,Pre,Nos,Title,Place,Minister,Church,Remarks,
,[1/2597],,1886,,7582 - 7755,,,,,,
,[1/2598],,1886,,7757 - 8199,,,,,,
,[1/2599],,1886,,8201 - 8500,,,,,,
,[1/2600],,1886,,8501 - 8800,,,,,,
,[1/2601],,1886,,8801 - 9100,,,,,,
,[1/2602],,1886,,9101 - 9400,,,,,,
,[1/2603],,1886,,9401 - 9700,,,,,,
,[1/2604],,1886,,9701 - 10000,,,,,,
,[1/2605],,1886,,10001 - 10300,,,,,,
,[1/2606],,1886,,10301 - 10600,,,,,,
,[1/2607],,1886,,10601 - 10900,,,,,,
,[1/2608],,1886,,10901 - 11200,,,,,,
,[1/2609],,1886,,11201 - 11500,,,,,,
,[1/2610],,1886,,11501 - 11800,,,,,,
,[1/2611],,1886,,11801 - 12100,,,,,,
,[1/2612],,1886,,12101 - 12226,,,,,,
,[1/2613],,1886,,12228 - 12400,,,,,,
,[1/2614],,1886,,12401 - 12700,,,,,,
,[1/2615],,1886,,12701 - 12894,,,,,,
,[1/2616],,1886,,,Legislative Assembly,,,,bundle 'Answers to Questions 1885-86',
,[1/2616],,1886,,,Legislative Council,,,,bundle 'Answers to Questions 1885-86',
,[1/2617],,1886,,,Despatches,,,,M4443/B - M4557/B,
,[1/2618],,1886,,,Estimates,,,,part 1 of 2 for 1886,
,[1/2619],,1886,,,Estimates,,,,part 2 of 2 for 1886,
,[1/2620],,1886,,,Legislative Assembly,,,,,
,[1/2621],,1886,,,Minutes,,,,M19135 - 19202,
,[1/2622],,1886,,,Minutes,,,,M19203 - 19282,
,[1/2623],,1886,,,Legislative Assembly,,,,1885-86; in bundle 'Legislative Assembly and Council',
,[1/2623],,1886,,,Legislative Council,,,,1885-86; in bundle 'Legislative Assembly and Council',
,[1/2624],,1886,,,On Hand,,,,86/568 - 86/12846,
,[1/2625],,1886,,,Unregistered,,,,part 1 of 2 for 1886,
,[1/2626],,1886,,,Unregistered,,,,part 2 of 2 for 1886,
,[1/2627],,1887,,1 - 300,,,,,,
,[1/2628],,1887,,301 - 600,,,,,,
,[1/2629],,1887,,601 - 900,,,,,,
,[1/2630],,1887,,901 - 1200,,,,,,
,[1/2631],,1887,,1201 - 1500,,,,,,
,[1/2632],,1887,,1501 - 1800,,,,,,
,[1/2633],,1887,,1801 - 2100,,,,,,
,[1/2634],,1887,,2101 - 2400,,,,,,
,[1/2635],,1887,,2401 - 2700,,,,,,
,[1/2636],,1887,,2701 - 3000,,,,,,
,[1/2637],,1887,,3001 - 3300,,,,,,
,[1/2638],,1887,,3301 - 3600,,,,,,
,[1/2639],,1887,,3601 - 3900,,,,,,
,[1/2640],,1887,,3901 - 4200,,,,,,
,[1/2641],,1887,,4201 - 4500,,,,,,
,[1/2642],,1887,,4501 - 4800,,,,,,
,[1/2643],,1887,,4801 - 5100,,,,,,
,[1/2644],,1887,,5101 - 5400,,,,,,
,[1/2645],,1887,,5401 - 5700,,,,,,
,[1/2646],,1887,,5701 - 6000,,,,,,
,[1/2647],,1887,,6001 - 6300,,,,,,
,[1/2648],,1887,,6301 - 6600,,,,,,
,[1/2649],,1887,,6601 - 6900,,,,,,
,[1/2650],,1887,,6901 - 7200,,,,,,
,[1/2651A],,1887,,7201 - 7800,,,,,"key to the Rookwood Reformatory, extracted from 87/7624, at [1/2651B]",
,[1/2652],,1887,,7801 - 8100,,,,,,
,[1/2653],,1887,,8101 - 8700,,,,,,
,[1/2654],,1887,,8701 - 9000,,,,,,
,[1/2655],,1887,,9001 - 9300,,,,,,
,[1/2656],,1887,,9301 - 9600,,,,,,
,[1/2657],,1887,,9601 - 9900,,,,,,
,[1/2658],,1887,,9901 - 10200,,,,,,
,[1/2659],,1887,,10201 - 10500,,,,,,
,[1/2660],,1887,,10501 - 10800,,,,,,
,[1/2661],,1887,,10801 - 11100,,,,,,
,[1/2662],,1887,,11101 - 11400,,,,,,
,[1/2663],,1887,,11401 - 11700,,,,,,
,[1/2664],,1887,,11701 - 12000,,,,,,
,[1/2665],,1887,,12001 - 12300,,,,,,
,[1/2666],,1887,,12301 - 12600,,,,,,
,[1/2667],,1887,,12601 - 12900,,,,,,
,[1/2668],,1887,,12901 - 13200,,,,,,
,[1/2669],,1887,,13201 - 13500,,,,,,
,[1/2670],,1887,,13501 - 13800,,,,,,
,[1/2671],,1887,,13801 - 14100,,,,,,
,[1/2672],,1887,,14101 - 14700,,,,,,
,[1/2673.1],,1887,,,Legislative Assembly,,,,in bundle 'Legislative Assembly and Council. Answers to Questions 2nd Session',
,[1/2673.1],,1887,,,Legislative Council,,,,in bundle 'Legislative Assembly and Council. Answers to Questions 2nd Session',
,[1/2673.2],,1887,,,Despatches,,,,M4562/B - M4611/B,
,[1/2674],,1887,,,Despatches,,,,M4613/B - M4694/B,
,[1/2675],,1887,,,Estimates,,,,,
,[1/2676],,1887,,,Legislative Assembly,,,,part 2 of 3 for 1887,
,[1/2677.1],,1887,,,Legislative Assembly,,,,part 3 of 3 for 1887,
,[1/2677.2],,1887,,,Legislative Assembly,,,,part 1 of 3 for 1887,
,[1/2677.3],,1887,,,Legislative Council,,,,,
,[1/2678],,1887,,,Minutes,,,,M19283 - M19411,
,[1/2679],,1887,,,Minutes,,,,M19415 - M19474,
,[1/2680],,1887,,,On Hand,,,,87/83 - 87/ 8394,
,[1/2681.1],,1887,,,On Hand,,,,87/8404 - 87/14268,
,[1/2681.2],,1887,,,Unnoted,,,,87/639 - 87/14415,
,[1/2682],,1887,,,Unregistered,,,,part 1 of 2 for 1887,
,[1/2683],,1887,,,Unregistered,,,,part 2 of 2 for 1887,
,[1/2684],,1888,,1 - 300,,,,,,
,[1/2685],,1888,,301 - 600,,,,,,
,[1/2686],,1888,,601 - 1200,,,,,,
,[1/2687],,1888,,1201 - 1500,,,,,,
,[1/2688],,1888,,1501 - 1800,,,,,,
,[1/2689],,1888,,1801 - 2100,,,,,,
,[1/2690],,1888,,2101 - 2400,,,,,,
,[1/2691],,1888,,2401 - 2700,,,,,,
,[1/2692],,1888,,2401 - 3000,,,,,,
,[1/2693],,1888,,3001 - 3300,,,,,,
,[1/2694],,1888,,3301 - 3600,,,,,,
,[1/2695],,1888,,3601 - 3900,,,,,,
,[1/2696],,1888,,3901 - 4200,,,,,,
,[1/2697],,1888,,4201 - 4500,,,,,,
,[1/2698],,1888,,4501 - 4800,,,,,,
,[1/2699],,1888,,4801 - 5100,,,,,,
,[1/2700],,1888,,5101 - 5400,,,,,,
,[1/2701],,1888,,5401 - 5700,,,,,,
,[1/2702],,1888,,5701 - 6000,,,,,,
,[1/2703],,1888,,6001 - 6400,,,,,,
,[1/2704],,1888,,6401 - 6600,,,,,,
,[1/2705],,1888,,6601 - 6900,,,,,,
,[1/2706],,1888,,6901 - 7100,,,,,,
,[1/2707],,1888,,7101 - 7200,,,,,,
,[1/2708],,1888,,7201 - 7500,,,,,,
,[1/2709],,1888,,7501 - 7800,,,,,,
,[1/2710],,1888,,8101 - 8400,,,,,,
,[1/2711],,1888,,8401 - 8700,,,,,,
,[1/2712],,1888,,7801 - 8100,,,,,extracted 1888 map of proposed municipality of Smithfield and Fairfield at [SRMap No.6223],
,[1/2713],,1888,,8701 - 9000,,,,,,
,[1/2714],,1888,,9001 - 9280,,,,,,
,[1/2715],,1888,,9281 - 9600,,,,,,
,[1/2716],,1888,,9601 - 9850,,,,,,
,[1/2717],,1888,,9851 - 10200,,,,,,
,[1/2718A],,1888,,10201 - 10500,,,,,"(88/10389, proposal by John Slater for an anti-torpedo device, extracted and placed at [1/2718B])",
,[1/2719],,1888,,10501 - 10800,,,,,,
,[1/2720],,1888,,10801 - 11100,,,,,,
,[1/2721],,1888,,11101 - 11400,,,,,,
,[1/2722],,1888,,11401 - 11700,,,,,,
,[1/2723],,1888,,11701 - 12000,,,,,,
,[1/2724],,1888,,12001 - 12300,,,,,,
,[1/2725],,1888,,12301 - 12600,,,,,,
,[1/2726],,1888,,12601 - 12900,,,,,,
,[1/2727],,1888,,12901 - 13200,,,,,,
,[1/2728],,1888,,13201 - 13500,,,,,,
,[1/2729],,1888,,13501 - 13800,,,,,,
,[1/2730],,1888,,13801 - 14100,,,,,,
,[1/2731],,1888,,14101 - 14500,,,,,,
,[1/2732],,1888,,,Despatches,,,,M4697/B - M4816/B,
,[1/2733],,1888,,,Estimates,,,,part 2 of 2 for 1888,
,[1/2734.1],,1888,,,Despatches,,,,M4820/B - M4862/B,
,[1/2734.2],,1888,,,Estimates,,,,part 1 of 2 for 1888,
,[1/2735],,1888,,,Legislative Assembly,,,,,
,[1/2736],,1888,,,Minutes,,,,M19477 - M19605,
,[1/2737],,1888,,,On Hand,,,,88/1908 - 88/13977,
,[1/2738.1],,1888,,,Unnoted,,,,88/115 - 88/13907,
,[1/2738.2],,1888,,,Privy Council,,,,Orders,
,[1/2739],,1888,,,Unregistered,,,,,
,[10/27477],,1967,A,"236, 373, 434, 483, 484, 486, 522, 523, 534, 578, 669",,,,,,
,[10/27477],,1967,A,"685, 690, 713, 716",,,,,,
,[10/27477],,1967,A,"1053, 1096, 1137-1142, 1155-1157, 1230, 1260, 1271, 1283, 1304",,,,,,
,[10/32090],,1967,A,"192, 203, 207, 212, 225, 253, 295, 307, 354, 388, 435",,,,,,
,[10/32091],,1967,A,"448, 464, 473, 489, 527, 528, 546, 553, 558, 560, 627, 644, 659, 661, 671",,,,,,
,[10/32092],,1967,A,"679, 683, 702, 706, 709, 714, 717, 718, 724, 748, 757, 780, 797",,,,,,
,[10/32093],,1967,A,"801, 839, 858",,,,,,
,[10/32093],,1967,A,"1055, 1060, 1063, 1073, 1097, 1108, 1113, 1118, 1130, 1133, 1134, 1145, 1178, 1181, 1190, 1201, 1219, 1221",,,,,,
,[10/32094],,1967,A,"1222, 1234, 1266, 1284, 1306, 1308, 1309, 1390, 1391",,,,,,
,[10/32095],,1967,,,Unregistered,,,,O & M Survey of Weights and Measures Office,
,[10/32095],,1967,A,"1427, 1432, 1435, 1475, 1478, 1479",,,,,,
,[12/4201],,1948,B,1136,,,,,,
,[12/4201],,1964,A,1861,,,,,,
,[12/4201],,1966,A,929,,,,,,
,[12/4201],,1949,B,525,,,,,,
,[12/4201],,1949,B,595,,,,,,
,[12/4201],,1949,B,1241,,,,,,
,[12/4201],,1941,B,280,,,,,,
,[12/4202],,1966,A,1510,,,,,,
,[12/4202],,1967,A,"202, 267, 390",,,,,,
,[12/4202],,1967,A,591,,,,,,
,[12/4202],,1967,A,"692, 765, 790, 802, 830",,,,,,
,[12/4202],,1967,A,"1062, 1216",,,,,,
,[12/4203],,1968,A,"1, 9, 20, 22, 44, 74, 78, 91, 113, 157, 181, 196",,,,,,
,[12/4203],,1967,A,"1237, 1285, 1421",,,,,,
,[12/4204],,1968,A,"207, 222, 240, 271, 287, 288, 297, 345, 400, 401, 422, 426, 467",,,,,,
,[12/4205],,1968,A,"510, 514, 557, 568, 572, 574, 577, 587, 603, 624, 638, 648",,,,,,
,[12/4206],,1968,A,654A-B,,,,,,
,[12/4207],,1968,A,"665, 666, 685, 690, 707, 712, 721, 731, 742A, 774, 781, 792, 794",,,,,,
,[12/4208],,1968,A,"800-802, 813, 827, 829, 831, 836, 843, 851, 862, 875, 879, 880, 895, 904, 905, 909, 918, 930, 940-942, 944, 948, 959, 975, 979, 981, 985, 991, 992",,,,,,
,[12/4209],,1968,A,"993, 996, 1023, 1024, 1028",,,,,,
,[12/4209],,1969,A,"4, 8, 20, 21, 43, 57, 66, 74, 75, 106",,,,,,
,[12/4210],,1969,A,"110, 118, 121, 126, 145, 153, 155, 157",,,,,,
,[12/4211],,1969,A,"170, 172, 192, 194, 197, 200, 230, 244, 258",,,,,,
,[12/4212],,1969,A,"264, 269, 270, 293, 338, 348, 363, 429, 434, 435, 438, 454, 471",,,,,,
,[12/4213],,1969,A,"478, 489, 495, 498-500, 506, 510, 512, 516, 520",,,,,,
,[12/4214],,1969,A,"545-547, 565, 579, 587, 590, 598, 599, 636, 650, 660",,,,,,
,[12/4215],,1969,A,"664, 669, 675, 690, 691, 695, 696, 701, 703, 704, 708, 712",,,,,,
,[12/4216],,1969,A,"716, 742, 753, 771, 772, 796, 803, 819, 824, 825, 837, 838, 842, 863, 895, 908, 910",,,,,,
,[12/4217],,1969,A,"913, 920, 923, 963, 964, 985, 994, 1013, 1020, 1034, 1042, 1049, 1054, 1076, 1091, 1163",,,,,,
,[12/4218],,1970,A,"41, 56, 60, 181, 264, 278, 294, 297, 299, 301, 308",,,,,,
,[12/4219],,1970,A,"312, 333-335, 337, 338, 350, 360, 383",,,,,,
,[12/4220],,1970,A,"385, 398, 399, 431, 448, 472, 485",,,,,,
,[12/4221],,1970,A,"485, 486, 494, 504, 505, 507, 518, 520, 530, 667, 676, 685, 695, 699",,,,,,
,[12/4222],,1970,A,"707, 715, 770, 789, 796, 797, 801",,,,,,
,[12/4223],,1970,A,"801, 802, 804, 819, 821, 855. 859, 864, 900, 918, 919, 928, 946, 966",,,,,,
,[12/4224],,1970,A,"976 A-E, 976",,,,,,
,[12/4225],,1970,A,"976, 976F, 985, 986, 989, 996, 1001, 1007, 1016, 1032, 1052, 1053, 1054, 1065",,,,,,
,[12/4226],,1970,A,"1081, 1091, 1093, 1105, 1108-1110, 1113, 1119",,,,,,
,[12/4227],,1970,A,"1121, 1122, 1148, 1149, 1151, 1152, 1167, 1171, 1174, 1175, 1189, 1209, 1212, 1238",,,,,,
,[12/4228],,1970,A,"1247, 1252, 1257, 1265, 1284, 1285, 1289, 1299, 1323",,,,,,
,[12/4229],,1970,A,"1330, 1333, 1349",,,,,,
,[12/4229],,1971,A,"7, 24, 25, 27, 45, 50, 55, 75, 93",,,,,,
,[12/4230],,1971,A,"95, 112, 124, 127, 153, 160, 165, 166, 168, 178, 193, 207, 211, 212, 223, 249, 253",,,,,,
,[12/4231],,1971,A,"264, 266, 311, 325, 346, 356, 357, 358",,,,,,
,[12/4232],,1971,A,"368, 382, 390, 391, 405, 412, 434, 526, 532, 536, 543, 574, 577, 581, 626, 642",,,,,,
,[12/4233],,1971,A,"648, 673, 699, 703, 729, 741, 751, 756, 761, 766, 777, 780, 790",,,,,,
,[12/4233],,1972,A,"4, 12, 18, 20",,,,,,
,[12/4234],,1972,A,"32, 34, 37, 58, 65, 74, 89, 107, 117, 123, 143, 144, 149, 152, 153, 162, 169, 174, 179, 181",,,,,,
,[12/4235],,1972,A,"182, 184, 194, 204, 218, 219, 244, 266, 269, 281, 282, 299, 323, 333, 343, 356, 360, 374",,,,,,
,[12/4236],,1972,A,"378, 387, 388, 399, 406, 409, 417, 432, 438, 458, 461, 462, 478, 479, 490, 495, 496, 513",,,,,,
,[12/4237],,1972,A,"514, 515, 517, 522, 546, 585, 588, 593, 595, 603, 613, 634, 647, 649, 657, 672, 694, 722, 732",,,,,,
,[12/4238],,1972,A,"733, 739, 740, 748, 762, 780, 790, 798",,,,,,
,[12/4238],,1973,A,"13, 15, 18, 22, 30, 46, 47, 60, 98, 99",,,,,,
,[12/4239],,1973,A,"110, 121",,,,,,
,[12/4240],,1973,A,"121, 122, 126, 134, 136, 146, 153, 156, 159, 164, 196, 199, 211, 217, 220, 233, 241",,,,,,
,[12/4241],,1973,A,"243-252, 295-298, 300, 301, 316, 319, 328, 337, 343, 348, 354, 377, 379, 407",,,,,,
,[12/4242],,1973,A,"410, 419, 427, 434, 442, 445, 449, 465, 466, 475, 492, 502, 511, 545, 550, 575, 583, 587, 592",,,,,,
,[12/4243],,1973,A,"608, 614, 616, 620, 624, 667, 699, 714, 724",,,,,,
,[12/4243],,1974,A,"10, 14, 33, 61, 64",,,,,,
,[12/4244],,1974,A,"99, 139, 172, 176, 177, 210, 223, 236, 241, 248, 286, 295, 301, 322, 332, 349, 357",,,,,,
,[12/4245],,1974,A,"369, 398, 408, 412, 435, 449, 462, 482, 495, 504, 509, 520, 522, 538, 552, 562, 577, 583, 599, 635, 640, 642, 644, 659",,,,,,
,[12/4245],,1975,A,"6, 8, 9, 13, 24, 30, 83, 84",,,,,,
,[12/4246],,1975,A,"88, 93, 94, 97, 105, 110, 112, 125, 131, 138, 140, 149, 155, 167, 168, 177, 185, 201, 204, 217",,,,,,
,[12/4247],,1975,A,"232, 240, 244, 254, 261, 265, 277, 302, 305-307, 322, 323, 326, 338, 342, 348",,,,,,
,[12/4248],,1975,A,"348, 362, 397, 401, 405, 415, 426, 434, 439, 455, 469, 474, 480, 486, 488, 507",,,,,,
,[12/4249],,1975,A,"513, 523, 529, 531, 543, 559, 560, 577, 582, 589, 590, 597, 603, 615",,,,,,
,[12/4250],,1975,A,"626, 632, 636, 642, 654, 687, 724, 728, 733, 735, 743, 748, 757, 767, 787, 799, 803",,,,,,
,[12/4251],,1975,A,"804, 814, 827, 830, 837, 838, 845, 859, 860, 882, 911, 916, 917, 926, 929-931, 933, 947, 948, 955, 976, 978, 979, 1006",,,,,,
,[12/4252],,1975,A,1009,,,,,,
,[12/4252],,1976,A,"42, 46, 58, 67, 70, 76, 88, 94, 113, 119, 123, 125, 128, 132, 168, 181, 193, 198, 217, 229, 234, 242, 280, 305, 308, 310, 317",,,,,,
,[12/4253],,1976,A,"330, 352, 357, 358, 359, 369, 371, 380, 384, 406, 408, 427, 435, 441-443, 449, 462",,,,,,
,[12/4254],,1976,A,"465, 478, 483, 491, 506, 514, 524, 528, 541, 556, 557, 559, 562, 563, 565, 581, 610, 621",,,,,,
,[12/4255],,1976,A,"623, 626, 634, 636, 640, 641, 644, 651, 658, 669, 676, 689, 695, 696, 715, 717, 719, 720, 729, 735, 738, 742, 747, 748, 757, 768, 788, 797",,,,,,
,[12/4256],,1976,A,"800, 811, 813, 816, 819, 822, 825, 830, 847, 849, 868, 900, 929, 930, 947, 951, 962, 963, 985, 989, 1000, 1002, 1006",,,,,,
,[12/4256],,1977,A,"6, 8, 9, 16, 39, 49, 57, 66, 85, 86, 90, 91, 96",,,,,,
,[12/4257],,1977,A,"101, 112, 113, 127, 135, 154, 163, 193, 205, 217, 225, 230, 233, 276, 312, 315, 326, 332, 340, 342, 345, 388, 419, 424, 437, 441, 444, 451, 456, 462, 464, 473, 474",,,,,,
,[12/4258],,1977,A,"481, 504, 512, 532, 535, 543, 545, 558, 571, 576, 578, 635, 647, 656",,,,,,
,[12/4259],,1977,A,"661, 668, 673, 675, 692, 695, 712",,,,,,
,[12/4259],,1978,A,"13, 17, 37, 49, 51, 52, 58, 72, 105, 109, 110, 142, 146, 152, 157, 161, 173, 177, 178, 180",,,,,,
,[12/4260],,1978,A,"199, 207, 212, 215, 218, 219, 226, 234, 239, 240, 247, 249-251, 254, 261, 262, 268, 270, 273, 282, 284, 287, 331, 332, 351, 356",,,,,,
,[12/4261],,1978,A,"373, 383, 401, 418, 427, 437, 440, 447, 455, 477, 501, 503, 527, 546, 550, 560-562, 573, 575, 603, 612, 615, 619, 631, 652, 669, 670",,,,,,
,[12/4261],,1979,A,"2, 22, 62",,,,,,
,[12/4262],,1979,A,"73, 105, 127, 128, 172, 191, 194, 200, 203, 226, 227, 230, 231, 259, 261, 279, 287, 292, 325, 332, 341, 347, 350, 354, 367, 376, 377, 378, 382, 384, 393, 418, 421, 442, 446, 468, 487",,,,,,
,[12/4263],,1979,A,"490, 496, 507, 553, 554, 588, 607, 613, 637, 645, 649",,,,,,
,[12/4263],,1980,A,"10, 29, 31, 32, 40, 55, 63, 98, 115, 122, 123, 148, 160, 189, 191, 212, 236, 251, 271, 274, 309, 310, 325, 329, 364, 370, 405, 411, 412",,,,,,
,[12/4264],,1980,A,"422, 431, 435, 464, 473, 483, 484, 487, 497, 522, 574, 577, 618",,,,,,
,[12/4264],,1981,A,"63, 86, 111, 166, 242, 244, 245, 286, 336, 343, 347, 348, 350",,,,,,
,[12/4265],,1981,A,"355, 371, 381, 390, 407, 437, 581, 582",,,,,,
,[12/4265],,1982,A,"28, 125, 214, 238",,,,,,
,[12/5520],,1968,A,213,,,,,,
,[12/5520],,1968,A,956,,,,,,
,[12/5520],,1969,A,"2, 34, 73",,,,,,
,[12/5520],,1969,A,"437, 542",,,,,,
,[12/5520],,1969,A,"1000, 1097, 1169",,,,,,
,[12/5521],,1970,A,"72, 74, 75, 306, 332, 346, 375",,,,,,
,[12/5521],,1970,A,"730, 748, 851",,,,,,
,[12/5523],,1973,A,121,,,,,,
,[12/5523],,1973,A,"473, 676, 677",,,,,,
,[12/5523],,1974,A,14,,,,,,
,[12/5523],,1970,A,"865, 870",,,,,,
,[12/5523],,1970,A,1030,,,,,,
,[12/5523],,1970,A,1249,,,,,,
,[12/5523],,1971,A,"185, 284, 361",,,,,,
,[12/5523],,1971,A,727,,,,,,
,[12/5523],,1972,A,"142, 160",,,,,,
,[12/5524],,1974,A,"298, 584",,,,,,
,[12/5524],,1975,A,51,,,,,,
,[12/5524],,1975,A,"316, 387",,,,,,
,[12/5525],,1975,A,462,,,,,,
,[12/5525],,1976,A,"14, 35",,,,,,
,[12/5525],,1976,A,508,,,,,,
,[12/5526],,1976,A,"508, 511, 656, 789",,,,,,
,[12/5526],,1976,A,"800, 880, 916",,,,,,
,[12/5527],,1977,A,48,,,,,,
,[12/5527],,1977,A,"164, 241, 256, 291, 413, 428, 455, 557, 608",,,,,,
,[12/5528],,1977,A,633,,,,,,
,[12/5528],,1978,A,"64, 74, 148, 153",,,,,,
,[12/5528],,1978,A,"228, 270",,,,,,
,[12/5529],,1979,A,"78, 148, 177, 204, 311, 318",,,,,,
,[12/5529],,1978,A,"314, 327",,,,,,
,[12/5529],,1978,A,"551, 577, 627, 644, 667",,,,,,
,[12/5530],,1979,A,"331, 440",,,,,,
,[12/5530],,1979,A,"503, 621, 647, 650, 655",,,,,,
,[12/5530],,1980,A,"34, 36, 43, 70, 112, 162, 172, 178, 205-207, 221, 224, 226, 262, 281, 306, 322, 326, 327, 338-340, 342, 344, 357",,,,,,
,[12/5531],,1980,A,"364, 421",,,,,,
,[12/5531],,1980,A,"425, 437, 449, 471, 477, 530, 542, 554, 555, 587, 590, 594, 623, 637, 638",,,,,,
,[12/5531],,1981,A,"20, 22, 48, 64, 100, 119, 140, 143, 147, 174, 195, 219, 220, 229, 241, 251",,,,,,
,[12/5532],,1981,A,"265, 316, 343",,,,,,
,[12/5532],,1981,A,"357, 363, 425, 453, 459, 465, 480, 551, 570, 572, 575, 576, 584, 585, 606",,,,,,
,[12/5532],,1982,A,"3, 6, 58, 64, 77, 92, 181, 4692",,,,,,
,[12/7510],,1930,B,"985, 1093",,,,,,
,[12/7510],,1929,B,2484,,,,,,
,[12/7510],,1929,B,4187,,,,,,
,[12/7510],,1933,B,829,,,,,,
,[12/7510],,1928,B,4844,,,,,,
,[12/7510],,1931,B,2463,,,,,,
,[12/7510],,1925,B,3596,,,,,,
,[12/7510],,1933,B,1688,,,,,,
,[12/7510],,1926,B,644,,,,,,
,[12/7510],,1930,A,4763,,,,,,
,[12/7510],,1932,A,634,,,,,,
,[12/7511],,1934,A,5473,,,,,,
,[12/7511],,1934,B,3485,,,,,,
,[12/7511],,1934,A,7170,,,,,,
,[12/7511],,1935,A,362 - 482,,,,,,
,[12/7512],,1935,A,534 - 1081,,,,,,
,[12/7513],,1935,A,1128 - 2289,,,,,,
,[12/7514],,1935,A,2631 - 4373,,,,,,
,[12/7515],,1935,A,4503 - 5202,,,,,,
,[12/7516],,1935,A,5219 - 5682,,,,,,
,[12/7517],,1935,A,5733 - 6071,,,,,,
,[12/7518],,1935,A,6138 - 6796,,,,,,
,[12/7519],,1935,A,6808 - 7534,,,,,,
,[12/7519],,1935,A,7586 - 7621,,,,,,
,[12/7520],,1935,A,7630 - 8297,,,,,,
,[12/7521],,1935,A,8318 - 9522,,,,,,
,[12/7522],,1935,A,9540 - 10276,,,,,,
,[12/7522],,1935,B,36 - 211,,,,,,
,[12/7523],,1935,B,245 - 897,,,,,,
,[12/7524],,1935,B,910 - 1584,,,,,,
,[12/7525],,1935,B,1586 - 2080,,,,,,
,[12/7526],,1935,B,2085 - 3004,,,,,,
,[12/7527],,1935,B,3008 - 3793,,,,,,
,[12/7528],,1935,B,3856 - 4627,,,,,,
,[12/7529],,1935,B,4669 - 5066,,,,,,
,[12/7530],,1935,B,5067 - 6050,,,,,,
,[12/7531],,1936,A,429 - 899,,,,,,
,[12/7532],,1936,A,907 - 1683,,,,,,
,[12/7533],,1936,A,1719 - 2493,,,,,,
,[12/7534],,1936,A,2527 - 3168,,,,,,
,[12/7535],,1936,A,3198 - 3539,,,,,,
,[12/7536],,1936,A,3617 - 4885,,,,,,
,[12/7537],,1936,B,17 - 780,,,,,,
,[12/7538],,1936,B,830 - 1440,,,,,,
,[12/7539],,1936,B,1462 - 2047,,,,,,
,[12/7540],,1936,B,2131 - 2732,,,,,,
,[12/7541],,1936,B,2809 - 3641,,,,,,
,[12/7542],,1936,B,3653 - 4242,,,,,,
,[12/7543],,1936,B,4262 - 4741,,,,,,
,[12/7544],,1936,B,4744 - 5668,,,,,,
,[12/7545],,1937,A,346 - 705,,,,,,
,[12/7546],,1937,A,708 - 1329,,,,,,
,[12/7547],,1937,A,1331 - 1886,,,,,,
,[12/7548],,1937,A,1929 - 2746,,,,,,
,[12/7549],,1937,A,3049 - 4110,,,,,,
,[12/7550],,1937,A,4118 - 4862,,,,,,
,[12/7550],,1937,B,51 - 98,,,,,,
,[12/7551],,1937,B,117 - 658,,,,,,
,[12/7552],,1937,B,691 - 867,,,,,,
,[12/7553],,1937,B,924 - 1469,,,,,,
,[12/7554],,1937,B,1472 - 1898,,,,,,
,[12/7555],,1937,B,1933 - 2786,,,,,,
,[12/7556],,1937,B,2789 - 3353,,,,,,
,[12/7557],,1937,B,3435 - 3891,,,,,,
,[12/7558],,1937,B,3932 - 4489,,,,,,
,[12/7559],,1937,B,4501 - 5639,,,,,,
,[12/7560],,1938,A,135 - 704,,,,,,
,[12/7561],,1938,A,714 - 999,,,,,,
,[12/7562],,1938,A,1047 - 1746,,,,,,
,[12/7563],,1938,A,1755 - 2274,,,,,,
,[12/7564],,1938,A,2342 - 2974,,,,,,
,[12/7565],,1938,A,2994 - 3305,,,,,,
,[12/7566],,1938,A,3321 - 3799,,,,,,
,[12/7567],,1938,A,3808 - 4323,,,,,,
,[12/7568],,1938,A,4329 - 4697,,,,,,
,[12/7569],,1938,A,4702 - 5251,,,,,,
,[12/7570],,1938,A,5260 – 5550,,,,,,
,[12/7570],,1938,B,69,,,,,,
,[12/7571],,1938,B,72 - 292,,,,,,
,[12/7572],,1938,B,332 - 996,,,,,,
,[12/7573],,1938,B,1005 - 1372,,,,,,
,[12/7574],,1938,B,1386 - 1750,,,,,,
,[12/7575],,1938,B,1787 - 1930,,,,,,
,[12/7576],,1938,B,1951 - 2530,,,,,,
,[12/7577],,1938,B,2555 - 2966,,,,,,
,[12/7578],,1938,B,2990 - 3573,,,,,,
,[12/7579],,1938,B,3582 - 3900,,,,,,
,[12/7579],,1938,B,4060 - 4703,,,,,,
,[12/7580],,1938,B,4778 - 5425,,,,,,
,[12/7581],,1938,B,5447 - 5894,,,,,,
,[12/7582],,1939,A,135 - 527,,,,,,
,[12/7583],,1939,A,531 - 906,,,,,,
,[12/7584],,1939,A,932 - 1360,,,,,,
,[12/7585],,1939,A,1367 - 1720,,,,,,
,[12/7586],,1939,A,1731 - 2065,,,,,,
,[12/7587],,1939,A,2118 - 2425,,,,,,
,[12/7588],,1939,A,2430 - 2923,,,,,,
,[12/7589],,1939,A,2925 - 3188,,,,,,
,[12/7590],,1939,A,3210 - 3537,,,,,,
,[12/7591],,1939,A,3553 - 4173,,,,,,
,[12/7592],,1939,A,4176 - 4589,,,,,,
,[12/7593],,1939,A,4624 - 4860,,,,,,
,[12/7594],,1939,A,4866 - 5189,,,,,,
