Date,Surname,FirstName,Station,Description,Citation,Remarks
1844,Arkell,J,Dambalgie,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 66",Superintendent: J Smith.
1846 December,Arkell,S,Daroobaljie,Bathurst & Wellington W C Mayne,"NRS 906 [X817]; Reel 2748-2749, Page 5",Superintendent:  Nil.
1843,Arkell,T,Cairn,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 60",Superintendent:  Smith.
1844,Arkell,T,Cairn,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 65",Superintendent: J Smith.
1845,Arkell,T,Daroubalgie,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 74",Superintendent: J Smith.
1847,Arkell,T,Carine,Wellington & Bathurst,"NRS 906 [X817]; Reel 2748-2749, Page 8",Superintendent: G Smith.
1843,Arkell,T,Drobalgin,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 59",Superintendent:  Smith.
September 1839,Arkell,THomas,Jinnalong,Commissioners of Crown Lands Itinerary Dalhunty and Fry County of King and Murray,"NRS 906 [X813]; Reel 2748-2749, Page 3",Superintendent: Samuel Smith.
1844,Arkins,,Nil,Forster Fyans Normanby November 1844,"NRS 1391 [X690]; Reel 2756, Page 30",Superintendent:  Public House.
November 1839,Armitage,,Mr Armitage,Itineraries of  Henry Fysche Gisborne 30 Aug - 26 Dec 1839 Geelong and Lines of Road To Portland Bay,NRS 905 [4/10803.3]; Page 2,Superintendent:  Armitage.
1840,Armitage,C,Kimo,Commissioners of Crown Lands Itinerary Dalhunty and Fry County of King and Murray,"NRS 906 [X813]; Reel 2748-2749, Page 15",Superintendent: William Taylor.
1840,Armitage,C,Kimo,Commissioners of Crown Lands Itinerary Dalhunty and Fry County of King and Murray,"NRS 906 [X813]; Reel 2748-2749, Page 9",Superintendent: William Taylor.
1844,Armitage,Geo,Glenman,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 33",Superintendent: Edward Stockdale.
1845,Armitage,George,Bawdon Plains,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 45",Superintendent: E Stockdale.
1845,Armitage,H,Glen-Colin,George James McDonald Esq of New England,"NRS 906 [X816]; Reel 2748-2749, Page 62",Superintendent: J Shepherd.
1844,Armitage,John,,Foster Fyans Portland Bay May 1844,"NRS 1391 [X690]; Reel 2756, Page 17",Superintendent: John Armitage.
1842,Armstrong,,Upper Plains,Frederick Armand Powlett Commissioner of Crown Lands Western Port Counties Bourke Called Western Port,"NRS 906 [X817]; Reel 2748-2749, Page 60",Superintendent:  Armstrong.
January 1844,Armytage,G,Glenmore,Half Yearly Returns of Livestock and Population in the District of  Portland Bay January 1844,"NRS 1391 [X690]; Reel 2756, Page 1",Superintendent: Edward Stockdale.
1846,Armytage,Geo,Glenmore,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 7",Superintendent: E Stockdale.
1 July 1845,Armytage,George,Glenmore,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 39",Superintendent: Edward Stockdale.
1844 April,Arnold,J,Drakey,Roderick Mitchell Commissioner of  Crown Lands for District of Brisbane and known as the District of Liverpool Plains,"NRS 906 [X817]; Reel 2748-2749, Page 20",Superintendent: Jas Wood.
1844 April,Arnold,T,Babbong,Roderick Mitchell Commissioner of  Crown Lands for District of Brisbane and known as the District of Liverpool Plains,"NRS 906 [X817]; Reel 2748-2749, Page 22",Superintendent: T Arnold.
1844,Arondssoong,,Nil,Forster Fyans Normanby October 1844,"NRS 1391 [X690]; Reel 2756, Page 27",Superintendent:  Public House.
1842,Arundal,,Burjarg,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 17",Superintendent:  Arundal.
1842,Arundal,W H,Bargory,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 13",Superintendent: W H Arundal.
1842,Arundle,,Barjara,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 23",Superintendent:  Arundle.
1842,Ashurst & Co,,Ashursts,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 15",Superintendent: Jno Powell.
1845,Asplin,C & D,St Christophers,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 45",Superintendent: C & D Asplin.
January 1844,Assbie,C D H,St Christopher,County of Grant and Normanby Western Port District on the Sea Coast Glenelg River and on the West by Unknown Country on the East by Sea Coat and on the South Glenelg River Foster Fyans,"NRS 1391 [X690]; Reel 2756, Page 1",Superintendent: C D H Assbie.
1844,Assbie,P D H,Mt Christopher,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 33",Superintendent: P D H Assbie.
1844,Atchison & Gardner,,Wardy Galloch,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 33",Superintendent:  Atchison & Gardner.
1844,Atkins,,Plains,Forster Fyans Normanby October 1844,"NRS 1391 [X690]; Reel 2756, Page 29",Superintendent:  Atkins.
1846 December,Atkins,H,Naniduce,Bathurst & Wellington W C Mayne,"NRS 906 [X817]; Reel 2748-2749, Page 5",Superintendent:  Newman.
1842,Atkins,Jno,Black Swan,Henry Wilson Hutchinson Smythe County of Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 11",Superintendent: Edward McLean.
January 1844,Atkins,John,Wambine,Half Yearly Returns of Livestock and Population in the District of  Portland Bay January 1844,"NRS 1391 [X690]; Reel 2756, Page 1",Superintendent: L & C Campbell.
22 May 1844,Atkins,William,Billabong,Bordin Police Office Lachlan District County of King,"NRS 906 [X811]; Reel 2748-2749, Page 5",Superintendent: Thos Swenkett.
8 April 1844,Atkins,William,Cowall,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 68",Superintendent: William Atkins.
8 April 1844,Atkins,William,Cowall,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 57",Superintendent: William Atkins.
8 April 1844,Atkins,William,Cowell,County King 1 March 1845 - 28 February 1846 Edgar Beckham Esq,"NRS 906 [X811]; Reel 2748-2749, Page 34",Superintendent: William Atkins.
1842,Atkinson,,Chamgue,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 17",Superintendent:  Atkinson.
1848,Atkinson,E C,Buaraba,Stephen Simpson Esq Stanley known as Mount Morton District,"NRS 906 [X818]; Reel 2748-2749, Page 9",Superintendent: E C Atkinson.
January 1844,Atkinson,F,Berimboke,Half Yearly Returns of Livestock and Population in the District of  Portland Bay January 1844,"NRS 1391 [X690]; Reel 2756, Page 1",Superintendent: F Atkinson.
1 July 1845,Atkinson,Francis,Berimboke,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 39",Superintendent: Francis Atkinson.
1844,Atkinson,Francis,Berimboke,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 33",Superintendent: Francis Atkinson.
1846,Atkinson,Frederick,Berimboke,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 7",Superintendent: Frederick Atkinson.
1845,Atkinson,Fredk,Berimboke,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 45",Superintendent: Fredk Atkinson.
1 July 1842,Atkinson,J D,Berimboke,Western Port District Bounded on the North by Western Port District by  the East by Sea Coast on the South by Glenelg River and on the West by Portland Bay,"NRS 906 [X814]; Reel 2748-2749, Page 17",Superintendent: J D Atkinson.
1844,Atkinson,M,,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 33",Superintendent: M Atkinson.
1844,Atkinson,R,,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 30",Superintendent: R Atkinson.
1842,Austin,,Talon,Portland Bay Disctict County of Grant & Normanby,"NRS 906 [X814]; Reel 2748-2749, Page 10",Superintendent:  Austin.
November 1839,Austin,,Mr Austin Sheep Station,Itineraries of  Henry Fysche Gisborne 30 Aug - 26 Dec 1839 Geelong and Lines of Road To Portland Bay,NRS 905 [4/10803.3]; Page 2,Superintendent:  Austin.
January 1844,Austin,J &,Barwon River,Half Yearly Returns of Livestock and Population in the District of  Portland Bay January 1844,"NRS 1391 [X690]; Reel 2756, Page 1",Superintendent: Thos Austin.
1844,Austin,J & J,Barwon Plains,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 33",Superintendent: J Austin.
1845,Austin,J & T,River Bandon,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 45",Superintendent: T Austin.
1 July 1845,Austin,James,Long Water Hole,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 39",Superintendent: H Phillips.
1 July 1845,Austin,James,Yoe,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 39",Superintendent: Therin William.
1 July 1845,Austin,James,Weraby Plains,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 39",Superintendent: Thomas Day.
1844,Austin,James,Werribee Plains,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 33",Superintendent: Henry Phillips.
1845,Austin,James,Joe & Weialey,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 45",Superintendent: Henry Phillips.
1846,Austin,James,Long Water,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 7",Superintendent: H Phillip.
1846,Austin,James,Yoe,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 7",Superintendent: W Thoms.
January 1844,Austin,James,Native Creek,Half Yearly Returns of Livestock and Population in the District of  Portland Bay January 1844,"NRS 1391 [X690]; Reel 2756, Page 1",Superintendent: Wm Hearn.
January 1844,Austin,James,Native Creek,Half Yearly Returns of Livestock and Population in the District of  Portland Bay January 1844,"NRS 1391 [X690]; Reel 2756, Page 1",Superintendent: Wm Shean.
1 July 1845,Austin,S & J,Waterloo Plains,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 39",Superintendent: J Austin.
1846,Austin,S & J,Waterloo Plains,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 7",Superintendent: J Austin.
1 July 1842,Austin & Brothers,,Barrawon,Western Port District Bounded on the North by Western Port District by  the East by Sea Coast on the South by Glenelg River and on the West by Portland Bay,"NRS 906 [X814]; Reel 2748-2749, Page 17",Superintendent: Thos Austin.
1 July 1845,Australia Bank,,Benang,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 39",
1844,Australia Bank,,Nil,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 33",Superintendent:  Faire & Rogers.
January 1844,Australia Bank,,Boring Boring,Half Yearly Returns of Livestock and Population in the District of  Portland Bay January 1844,"NRS 1391 [X690]; Reel 2756, Page 1",Superintendent:  Fasie & Rodger.
1844,Australia Bank,William,Nil,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 33",Superintendent:  Faire & Rogers.
1840,Away,,Mr Hood Mr Murray,Itinerary of the Commissioner of Crown Lands Port Phillip Henry Fysche Gisborne 28 Jan-18 Feb 1840,NRS 905 [4/10803.4]; Page 40/2967,Superintendent:  Away.
1 July 1842,Ayrey,Charles,Mt Golebram,Western Port District Bounded on the North by Western Port District by  the East by Sea Coast on the South by Glenelg River and on the West by Portland Bay,"NRS 906 [X814]; Reel 2748-2749, Page 17",Superintendent: Charles Ayrey.
1 July 1845,Ayrey,Charles,Mt Gellaband,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 39",Superintendent: Charles Ayrey.
1844,Ayrey,Charles,Mt Gilubrand,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 33",Superintendent: Charles Ayrey.
1845,Ayrey,Charles,Mt Gellebrand,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 45",Superintendent: Charles Ayrey.
1846,Ayrey,Charles,Mount Gillibrane,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 7",Superintendent: Charles Ayrey.
January 1844,Ayrey,Charles,Mt Gillebrand,Half Yearly Returns of Livestock and Population in the District of  Portland Bay January 1844,"NRS 1391 [X690]; Reel 2756, Page 1",Superintendent: Charles Ayrey.
1847,B Boyd & Co,,Condoobingulga,Wellington & Bathurst,"NRS 906 [X817]; Reel 2748-2749, Page 7",Superintendent: T Daniels.
1842,Bacchus,,Bacchus,Frederick Armand Powlett Commissioner of Crown Lands Western Port Counties Bourke Called Western Port,"NRS 906 [X817]; Reel 2748-2749, Page 61",Superintendent:  Bacchus.
January 1844,Bacchus,D H,Merriwa,Half Yearly Returns of Livestock and Population in the District of  Portland Bay January 1844,"NRS 1391 [X690]; Reel 2756, Page 2",Superintendent: D H Bacchus.
1 July 1842,Bacchus,M H,Meramine,Western Port District Bounded on the North by Western Port District by  the East by Sea Coast on the South by Glenelg River and on the West by Portland Bay,"NRS 906 [X814]; Reel 2748-2749, Page 17",Superintendent: M H Bacchus.
1845,Bacchus,W H,Weiraby,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 45",Superintendent: W H Bacchus.
