Surname,FirstName,Item,Date,Locality,Previous System No,Reel
Parkinson,-,703,1852,"Survey of Maffra, Bobundara, Myalla and other Runs. Townships of Broulee and Bega. Traverse of the Snowy and Bega Rivers; Bobundara, Umaralla and other Creeks. Sherwin Range. Roads &c. Counties of Wellesley, Beresford, St. Vincent and Auckland.",[2/8076.5],-
Pechey,A F,943,1860,"Survey of Farms in Parishes of Somers, Neville &c. Traverse of No. 1 Swamp, Mandurama Ponds &c. Grainger's Creek and other lines for connections (County Bathurst). Farms in Parishes Kempfield (at Fords Springs), Bombah &c. Connection at Trusketts Flat (Co",[2/8092.23],-
Peppercorne,F S,909,1860,"Survey of Farms and Pre-emptive Purchases in Parishes of North Codrington, Blakebrook, Bungabbee &c. Part of Richmond River and channels. Bearings from Ballina (County Rous). Farms and Pre-emptive Purchases Parishes South Codrington and Camira (County Ric",[2/8091.3],-
Peppercorne,F S,910,1860-61,"Survey of small Farms and portions in Parishes of Tomki and Fairy Mount. Suburban and Town Allotments at Casino, West Ballina, Gundurimba and Codrington. Reserve for Town of Lismore. Richmond River; Faucetts and Emigrant Creeks - (County of Rous). Farms i",[2/8091.4],-
Probably Knapp,E J H,521,1842-44,"Survey of Redfern 100ac and John Dicksons 15 acres.Sydney also properties at Tasculuni, Camperdown, Campbalfield, Sydney Cove. Etc.",[2/8063.12],
Ralfe,-,246,1826,Survey of Port Stevens.,[2/4882],2625
Ralfe,-,247,1826,"Traverse of the Cookbundoon, Wollondilly, Wingecarribbee Rivers; Black Bobs Creek, and several farms in the parishes of Picton, Bong Bong, Belanglo &c. County Camden and Argyle.",[2/4883],2625
Ralfe,-,248,1826,"Survey of Cookbundoon Range Burra Burra Lagoon and Traverse of Cookbundoon River,Bullawang Brook, Myrtle Stream and Counties Argyle and Georgiana.",[2/4884],2626
Ralfe,-,459,1836,"Survey of part of Hastings River and adjacent Tracks, River Forbes; Cowanna or Ten Mile Creek. Hardy's Farm at Barombin on Hastings River - County Macquarie.",[2/5076],-
Ralfe,-,402,1833,"Survey of King, George, Erskine, Kent and Clarence Streets in City of Sydney.",[2/5026],-
Ralfe,J,785,1856,Survey of Road through Rollands Plains to Kempsey and Traverse near McLeay River - County of Macquarie.,[2/8082.14],-
Ralfe,J,269,1827,"Surveys at Broadwater, Myall River, Port Stevens, Coast &c. County of Gloucester.",[2/4903],2626
Ralfe,J,270,1827,"Survey of Coast - Port Stevens to Newcastle. Myall and Karuah Rivers. Port Stevens Harbour, North Arm Creek &c. County Gloucester.",[2/4904],2626
Ralfe,J,338,1830,"Survey of farms in parishes of Munmorah, Kincumber, Wyong, Tuggerah, Patonga &c. Traverse of Tuggerah Beach Lake and Wyong Creek. County Northumberland.",[2/4967],2628
Ralfe,J,512,1841,"Survey at Macleay River, Parish of Kullatyne County of Macquarie.",[2/8063.5],-
Ralfe,J,513,1841,Survey of Macleay River; Pipers Creek; Dray Road and Tracks Parish Wittitrin - County Macquarie.,[2/8063.6],-
Ralfe,J,514,1841,"Survey of the Macleay River and tributaries, commencing at Green Brook and terminating at the Apsley River - County Vernon.",[2/8063.7],-
Ralfe,J,515,1841,"Survey of the Macleay River, Parish of Warbro and County of Macquarie.",[2/8063.8],-
Ralfe,J,516,1841,"Survey of the Macleay River, Parish of Parrabel County of Macquarie.",[2/8063.9],-
Ralfe,James,498,1840,Surveys at the Macleay River in Parish of Kullateene - County Dudley.,[2/5109],-
Ralfe,James,294,1828,Survey of part of the AA Counties. Grant and country in the vicinity of Williams and Karuah Rivers County Gloucester.,[2/4926],2627
Ralfe,James,518,1841,Survey in the Parish of Oreen - County Dudley.,[2/8063.11],-
Ralte,-,714,1852,Survey of Mafra and Spring Flat Runs &c. Bobundara Creek &c. Counties of Wellesley and Auckland.,[2/8077.9],-
Reuss & Browne,-,771,1855,Surveys of Tenterfield Reserve. Tenterfield and Bluff Rivers; Ranges &c. County of Clive.,[2/8081.11],-
Richards,-,357,1831,"Survey of Allotments in the Parishes of St. John &c. Towns of Parramatta, Windsor and Pitt Town. County Cumberland.",[2/5197],-
Richards,-,358,1831,"Survey of Road near Solitary Creek. Counties of Westmoreland and Roxburgh. Farms in Parishes of Anson, Byng, Bathurst, Galbraith, and Glenlogan. Belubula Creek and other Ranges, County of Bathurst. Farms in Parish of Yethlone and county Roxburgh; and also",[2/4985],-
Richards,-,484,1838-39,"Survey of Farms, Grants &c. Parishes Anson, Orange, Beneree, Carlton, Galbraith, Colville &c. Belubula River and Bathurst Road. County of Bathurst. Farms in Parishes Falnash, Thornhope - County Roxburgh. Farms in Parishes March and Gamboola. The Bell and ",[2/5098],-
Richards,-,556,1843,Subdivision survey of Parish of Galbraith &c. Descriptions - County of Bathurst.,[2/8066.3],-
Richards,-,379,1832,"Survey of Farms in Parishes of Chaucer, Huntley &c. Subdivision Survey Parishes of Napier and Galbraith and Coombing Creek County Bathurst. Farms in Parishes Collett &c. County Ashburnham. Farms in Parishes Copper Hill, March and Orange. Part of Wellingto",[2/5004],-
Richards,-,337,1830,"Survey of farms in parishes Kanimbla, Lidsdale, Falnash. Solitary and Wallewarang Ck. Road from Mt. Victoria - County Cook. Farms and allotments in parishes Bathurst &c. County Bathurst. Farms and reserves, parishes Eskdale, Yetholm &c. County Roxburgh. F",[2/4966],2628
Richards,-,455,1836,"Survey of Farms in Parishes Lett, Hartley &c. Allotments at Hartley Roads - Pembroke towards Bathurst. From near Mt. Victoria to Megalong County Cook. Farms - Parishes March, Yetholm &c. Road. Bathurst up Queen Charlotte's Vale - County Bathurst. Farms in",[2/5072],-
Richards,-,456,1836-42,"Survey of Farms in Parishes of Somers, Walli, Cowra, Hampton &c. Allotments. Village of Carcoar. Traverse of Belubula River; Mandurama, Grubbenburn and Milbarn Creeks. County Bathurst. Farms and Road in Parishes Rockley, Groveland &c. County Georgiana. Fa",[2/5073],-
Richards,-,292,1828,Subdivision Survey of the Parish of Shadforth - County Bathurst.,[2/4924],2627
Richards,-,293,1828-1829,"Survey of farms in Parishes Brungellet &c. Traverse of Wellington and Lachlan Roads. Road to Dunn’s Plains. Limestone, Carcoar and Cowriga Creeks.Mandurama Rivulet &c. Bathurst. Farms in Parish Rockley, and Road toBurra Burra Lagoon. County Georgiana. T",[2/4925],2627
Richards,-,400,1833,"Survey of Farm Parish Baring - County Westmoreland. Parish Rockley &c. County Georgiana. Parishes Camden, Malmsbury, & County Bathurst. Parish Nanima. County Bligh. Parish Burandong. County Wellington Parish Langdale &c. County Westmoreland.",[2/5024],-
Richards,-,401,1833,"Survey at Waugoola Creek from Junction with Lachlan River. Part of Lachlan River. Belubula Creek from Town of Canowindra. Parish Canowindra. Road to Cowra through Parishes Kinilworth, Waugoola, &c. Farms in Parishes Coota, Bangoola, Shaw &c. County Bathur",[2/5025],-
Richards,J B,543,1842-43,"Traverse of Campbell River, Pepper, Bucks, Grore, Carawa, Copperhannia, Camp, Oaky, Mulgunnia and Trunkers Valley Creeks. Farms in Parish Rockley - County Georgiana. Traverse of Cudgegong River.",[2/8065.8],-
Richards,J B,322,1829-30,"Survey of farms and grants. Parishes Meroo, Currency, Kurrajong, Meehan &c. &c.County Cook. Part of Wandool Road towards Wisemans Ferry. Nepean and Macdonald Rivers; Webbs and Wrights Creeks &c. Counties Cook, Cumberland,Hunter &c.",[2/4952],2628
Richards,J B,271,1827,"Survey of portion of the Macquarie River and adjacent land, in the Parishes of Mt. Pleasant and Malumsbury; County of Bathurst.",[2/4905],2626
Richards,J B,272,1827-28,"Subdivision Survey of the Parishes Anson, and Shadforth Traverse of part of Macquarie River, Swallow Creek and adjacent land County Bathurst.",[2/4906],2626
Richards,J B,273,1827-29,"Survey of Farms - Parishes of Three Brothers and Galbraith. Part of Macquarie River.Subdivision survey of Parishes Of Mt. Pleasant, Lowry, Cole, Torrens &c.Traverse of Tracks &c. County Bathurst.",[2/4907],2626
Richards,J B,274,1827-28,"Survey of Farms at Swallow Creek. Traverse of Wellington Road Subdivision Survey of Parishes Colville, Lindsay &c. County Bathurst.",[2/4908],2626
Richards,J B,275,1827,"Survey of Farms - Parishes of Lowry, Torrens and Colville. Wellington Road and other Roads.Subdivision of Parishes of Lowry, Torrens and Colville. County Bathurst.",[2/4909],2626
Richards,J B,287,1827-28,"Subdivision of Napier and other Parishes - Survey of Mandurama Road and a Government, Reserve - County Bathurst.",[2/4921],2626
Richards,J B,244,1826-27,"Survey of farms, government reserves &c. at Queen Charlotte's Plains and neighbourhood of Bathurst. Traverse of Wellington Road and Queen Charlotte’s Vale Ck.&c. Parishes of Apsley, Bathurst, Mt. Pleasant, Malmsbury &c. County Bathurst.",[2/4880],2625
Richards & Davidson,-,454,1836,"Survey of Farms in Parishes Peel, Winburn and Thornshope; Traverse of Clear Creek - County Roxburgh. Farms in Parishes Mulyan and Ganboolo and Broken Shaft Creek - County Wellington. Farms Parishes Antonio and Bolton. County Westmoreland. Farms Parishes O",[2/5071],-
Rider,-,857,1859,Survey of external boundaries of Nanima and Duggan Runs - County Forbes.,[2/8086.14],-
Rogers,-,784,1856,Survey of part of Village of Broke; and portions in the vicinity of Wollombi Brook - County Northumberland.,[2/8082.13],-
Rogers,-,732,1853-57,"Survey of farms in Parishes of Barton, Aellalong, Vere, Wittingham &c. Village Reserve of Aellalong. Streets, Connections &c. from Bathing-House to Nobby's - City of Newcastle. Island near Raymond Terrace and Hunter River. Check survey. Howes Valley and C",[2/8079.1],-
Rogers,-,855,1859,"Survey of portions &c. Parish Coongewai, Oellalong &c. Notes - County Northumberland.",[2/8086.12],-
Rogers,-,801,1857,Survey of farms - County of Northumberland.,[2/8083.10],-
Rogers,-,816,1858,Surveys in the neighbourhood of the Hunter River - County Durham &c.,[2/8084.8],-
Rogers,-,340,1830,"Survey of road running from Boggabri towards the Goulburn River, near Bylona Creek. Portion of the Macquarie River, creeks, roads &c. - Counties Brisbane, Pottinger, Phillip and Wellington.",[2/4969],2628
Rogers,-,341,1830,"Survey of the Molong, Bell and Macquarie Rivers. Cunga-Burga and other Creeks. Wellington and Burrandong Roads, Mountain Ridges &c. County Wellington.",[2/4970],2628
Rogers,-,761,1855,Survey of Creeks and portions (Locality not identified).,[2/8080.12],-
Rogers,-,342,1830,"Survey of Creeks, Hills and tracks in the vicinity of the Wolgan River - County Cook.",[2/4971],2628
Rogers,-,346,1830-31,"Survey of Molong Creek and Part of Bell Rivers, County Wellington. Roads and Ranges to Canobolas passing through Mt. Lachlan - County Bathurst &c.",[2/4975],2628
Rogers,-,710,1852,"Survey of farms, Allotments &c. at Newcastle, Hunter River, Maitland, Wolombi Brook &c. - County Northumberland.",[2/8077.6],-
Rogers,-,940,1860,Survey of Towns of Broke and Aellalong &c (County of Northumberland).,[2/8092.20],-
Rogers,-,941,1860,Surveys in vicinity of Town of Goulburn. Also in vicinity of Wollombi Road and Wyong Creek (County Northumberland).,[2/8092.21],-
Rogers,J,320,1829,"Survey of portion of the Macquarie River and several Creeks. Road from parish Burrandong to Curragurra, County Wellington; also allotments at Sydney.",[2/4950],2628
Rowland,T,814,1858,Survey of Church and School Estate and Government Reserve - &c. in Parish of Botany - County of Cumberland.,[2/8084.6],-
Rowland & Twynam,-,810,1858,Survey of part of the Church and School Estate - also Orphan Asylum and at Long Bay &c. Parish of Botany - County of Cumberland.,[2/8084.2],-
Rusden,-,425,1834-35,"Survey of portion of the Lachlan River; Lambton, Gravven, Gullen and Benbengeno Creeks and Ranges in vicinity of same. Parishes Biala, Lambton, Winduella &c. County King. Farm - Parish Binda County Georgiana.",[2/5047],-
Rusden,-,426,1834-36,"Survey of Crookwell Range near Bramah Creek. Parish of Bramah &c. Bramah Creek from junction with Lachlan River. County of King. Roads in Parishes Bigga, Carrawa, Mulgunnia &c. Phills River Long Jim Creek - Parishes Sherwood &c. Grants in Parish Leighwood",[2/5048],-
Rusden,-,440,1835,"Survey of Farms, Grants &c. in Parishes Wheeo, Derringullen, Rockley &c. County Georgiana. Parishes Mundooen, Garway, Merrill &c. County King. Parisehs Collector, Warroo, Hume &c. County Murray. Portions of the Murrumbidgee, Abercrombie, Wollondilly, Camp",[2/5060],-
Rusden,-,441,1835,"Survey of Farms, Grants &c. Parishes of Wheeo, Lerida. Crookwell River, County King. Parish Waroo &c. County Murray. Parishes Binda, Tyrl Tyrl and Rockley &c. Road through Redbank; Portions of Campbell River, Cooks Vale Creek - County Georgiana. Parishes ",[2/5061],-
Russell,F,428,1834,"Survey of Building Lines, widths of streets at various places. Bearings &c. of George, Pitt, Market, Castlereagh and King Streets. Sketches of sections between King, Castlereagh, Pitt and Market Streets between Bligh, Hunter, O'Connell and Bent Streets. P",[2/5050],-
Russell,F,429,1834,"Survey of Allotments in Cambridge, Gloucester, Clarence, Phillip, Essex Streets &c. Building lines; Width of streets &c. George, Pitt, King, Market, Hunter, Park, Elizabeth, Castlereagh, Phillip and O'Connell Streets. Sketches of Sections in Cumberland, H",[2/5051],-
Russell,F,399,1833,"Survey of Market, Park, King, Hunter, Pitt, Macquarie, Phillip, Castlereagh and George Streets. Offsets, Connections &c. City of Sydney.",[2/5023],-
Sanderson,E,935,1860,Survey of Portions in Parish of Brungle. Brungle Creek &c (County of Buccleuch).,[2/8092.15],-
Sanderson,E,936,1860,Survey of Portions in Parish of Wyange (County of Buccleuch).,[2/8092.16],-
Sanderson,E,937,1860,Survey of portion Killimacat Creek &c. Parish of Killimacat (County of Buccleuch).,[2/8092.17],-
Shone,-,527,1842,"Survey of the Clarence River, and Ranges in the vicinity County Clarence &c.",[2/8064.4.],-
Shone,-,790,1856,"Survey of Streets at Wollongong - Macquarie Rivulet. Roads and Tracks to Wollongong, Gerringong and Broughton Creek. Connections &c. County Camden.",[2/8083.2],-
Shone,-,797,1857,"Survey of part of Shoalhaven River, near the coast; Good Night and Mairgrove Islands - County of St. Vincent. Rixons Road to Bulli Road. Roads to Kiama, Wollongong, Dapto and part of Bulli Road; Bulli Mountain &c. - County Camden.",[2/8083.6],-
Shone,-,553,1843,"Various Suveys of and near Clarence River, Sportsman's Creek &c. Range - Parish of Clifdon &c. County Clarence.",[2/8065.14],-
Shone,-,554,1843,"Survey of the Clarence River. Ranges and Creeks &c. Counties of Clarence, Drake &c.",[2/8066.1],-
Shone,-,748,1854,"Survey of Farms principally in Parish Kembla. Roads:- Berrima Road &c. Traverse of Dapto Creek, Tweedies and other un-named creeks - County of Camden.",[2/8080.2],-
Shone,-,689,1851,Survey of farms in Parish of Wilberforce. Wilberforce Common - Roads to Colo and Camden &c. County of Cook.,[2/8075.2],-
Shone,-,690,1851,"Boundaries of Wilberforce Common. Road near Town of Wilberforce. Town Allotments and Buildings at Wilberforce - County Cook. Suburban and small Allotments at Kiama - Farms in Parishes of Broughton, Kembla, Jamberooo, and Kiama and near Mt. Keera - Parish ",[2/8075.3],-
Shone,-,628,1848-49,"Surveys of St. Phillips Church. Allotment at Charlotte Place. Allotment at Clarence Street, Sydney. Allotment at Parramatta. Encroachments at Pitt Town, Richmond Hill Common - Road from Pitt Town towards Parramatta - Maroota Road &c. Catai Creek and Lagoo",[2/8070.7],-
Shone,-,691,1851,Survey of farms in the Parish of Terragong. Traverse of Minmurra River. Shouberts Mine and Burret 100 acres - County of Camden. Road towards Woronora River to Georges River; vide Counties of Camden and Cumberland.,[2/8075.4],-
Shone,-,643,1849,"Survey of farms on American Creek, parishes Wollongong and Kembla. Traverse of Bargo Rivulet from its source. Parish Colo. Roads - Pheasants Nest Line (Wide Parish Wilton) to Luptons Parish Bargo. Lupton's to Little Forest Parish Colo and other surveys - ",[2/8071.11],-
Shone,-,772,1855,Surveys of Town of Wollongong; Portion of Cordeaux River; Road from Wollongong towards Mt. Terry - Road to Mt. Keera; Connections &c. County of Camden.,[2/8082.1],-
Townsend,-,652,1849,"Survey of the Murrumbidgee River. Adelong, Nacka Nacka and Gaven Gaven Creeks - County Wynyard.",[2/8072.7],-
Townsend,-,477,1838,"Survey of Farms, Grants, Connections, Features &c. Parishes Grabben, Gullen, Lambton, Brougham &c. County Georgiana. Parishes Hume &c. County Murray. Parishes Mutmutbilly, Pomeroy &c. and part of Wollondilly River. County Argyle.",[2/5091],-
Townsend,-,660,1850,"Traverse of Adelong Creek - County Wynyard. Tumberumba, Mannus, Burra and Cowan Creeks. Mountain ranges &c. - County of Selwyn. Dividing Range between the Murrumbidgee and Murray Rivers - Counties Selwyn, Wynyard and Goulburn.",[2/8073.2],-
Townsend,-,661,1850,Survey of the Murray River and sources. Tooma River and several Creeks. Jingellic Range &c. - County Selwyn. Range between Counties Selwyn and Wynyard.,[2/8073.3],-
Townsend,-,662,1850-51,"Surveys of Towns and Suburban Allotments at Albury, Deniliquin North and South, Moolamien and Moira and Farms in Parishes Moulamien &c. of Goulburn and Townsend, Cadell and Wakool.",[2/8073.4],-
Townsend,-,724,1853,"Survey of the Murrumbidgee River, Mountain Ranges, Creeks &c. Also Traverse to define various Run-boundaries.",[2/8078.6],-
Townsend,-,611,1848,Traverse of part of the Murray Road - County Denison. The Edward River from the Wakool River to junction with the Murray River Tuppal Creek &c. County Townsend.,[2/8068.14],-
Townsend,-,612,1848,"Traverse of the Murray River from its junction with the Wakool downwards. Up the Murrumbidgee to the Lakes. Lakes Tala and Ganga. Road from Ganga to the Edward River - Counties of Caira, Wakool, &c.",[2/8069.1],-
Townsend,-,478,1838-39,Survey of Grants Parish Yass &c. Traverse of Pudman River County of King. Murray and Little Rivers and Mountain Ranges.,[2/5092],-
Townsend,-,613,1848,"Traverse of Murray River; Billabong and Ten Mile Creeks. Road from Woolshed to Conargo - Counties of Hume, Urana, Wakool and Townsend.",[2/8069.2],-
Townsend,-,614,1848,"Traverse of Bullenbung, Pulletop, Old Man and other Creeks County of Mitchell. Jerra Jerra, Forest and other Creeks - County of Goulburn. Mountain ranges - Counties Goulburn, Mitchell &c.",[2/8069.3],-
Townsend,-,615,1848,Survey of portion of the Murray River. Lakes and Road from Nap Nap to Tala Holding - County Caira. Other surveys in the County of Hume.,[2/8069.4],-
Townsend,-,683,1851,"Survey of Yanko, Colombo, Major and other Creeks; Roads; Ridges &c. Angular observations from Mts. Wallandoon, Mungabla, Cumbargana &c. Counties of Urana and Hume.",[2/8074.7],-
Townsend,-,684,1851,"Survey of creeks, roads &c. Cemetery at Moulamein - County of Wakool.",[2/8074.8],-
Townsend,-,491,1839,"Survey of Farms, grants &c. Parishes Boorowa, Gunnary, Grabben Gullen &c. Grabben Gullen creek; Ranges in vicinity of Boorowa and Wheeo Creeks. County King. Range between Crookwell and Abercrombie Rivers. County Georgiana. Range in vicinity of Jugiong Riv",[2/5103],-
Townsend,-,627,1848-49,"Surveys of Tumut, Yarrangobilly, Murrumbidgee, and Bombala Rivers. Snowy Mountains and allotments at Eden, Panbula, Bombala and Cooma. Counties of Buccleuch, Wynyard, Wellesley, Auckland &c.",[2/8070.6],-
Townsend,-,451,1836-37,"Survey of Farms in Parishes Garway, Biala, Jerrar, Grubben Grubben &c. Part of Lachlan River, Grabben, Gullen, Gunning, Delballa, Lambton, Reddall and Old Man Gunyah Creeks; Tracks and Mountain Ranges - County King. Farms in Parishes Tarlo and Morrong, Co",[2/5068],-
Townsend,-,699,1852,Tracings and field notes of runs in the Murrumbidgee District.,[2/8076.1],-
Townsend,-,704,1852,"Survey of runs. Mullanjandra, Jingellic, Honeysuckle, Yarra Yarra Creeks &c. Coppabella Road. Ranges in vicinity of Mts. Pulletop, Kyamba, Little Billabong &c. Bearings &c. Counties of Hume, Goulburn, Selwyn, Mitchell &c.",[2/8076.6],-
Townsend,-,466,1837-38,"Survey of Farms in Parishes Of Gunning, Sherwood, Gunmary &c. Allotments in Town of Gunning. Reserve at Yass. County King. Farms or Grants Parishes Of Sherwood, Ballyroe &c. Creek and Ranges - County of Georgiana. Farms - Parish Morrong, Connection &c. Co",[2/5080],-
Townsend,-,705,1852,"Survey of Runs; Ranges between Tarcutta and Mt. Corenbob in the vicinity of Mt. Pulletop, Kyamba, Burngogee &c. Creeks &c. Observations from various positions - Counties of Wynyard, Mitchell &c.",[2/8077.1],-
Townsend,-,706,1852,"Survey of runs. Ranges, Creeks &c. Observations taken from various positions - Counties of Buccleuch and Wynyard.",[2/8077.2],-
Townsend,-,707,1852-53,"Survey of Runs. Mountain Ranges, Observations &c. Counties of Buccleuch and Wynyard.",[2/8077.3],-
Townsend,-,647,1849,"Survey of the Murrumbidgee River - from Wagga Wagga Township - County of Wynyard to Old Man Creek, County of Mitchell. Farms in the Parish of South Wagga Wagga - County Wynyard.",[2/8072.2],-
Townsend,-,648,1849,"Survey of the Murrumbidgee River, from its junction with Old Man Creek, to 239 Mile tree, westerly or downwards towards the Lachlan River - County Mitchell.",[2/8072.3],-
Townsend,-,649,1849,"Traverse of the Murrumbidgee River from 239th Mile Post to Nap Nap - Counties Waradgery, Boyd and Caira.",[2/8072.4],-
Townsend,-,650,1849,"Survey of Port Phillip Road from Albury to Kyeamba. Allotments and Burial Ground Town of Albury - road near Albury Race Course, Yarra Yarra Creek and sources of Billabong Creek - County Goulburn. The Murray River. Tarcutta and Kyeamba Creeks - County Wyny",[2/8072.5],-
Townsend,-,594,1847-48,"Surveys of Table Top Range and Creek, Mullajandra Range; Bowna Creek. Allotments at Albury and Murray Road County of Goulburn. Creeks Hills &c. Parish Quat Quata - County Hume.",[2/8068.1],-
Townsend,-,651,1849,"Traverse of Umbairgo, Nacka Nacka, Gaven and Tarcutta Creeks, and branches. Road survey &c. County of Wynyard.",[2/8072.6],-
Townsend,T,568,1844,Alignment of City of Sydney (in 4 parts) No.1.,[2/8066.11],-
Townsend,T,569,1844,Alignment of City of Sydney (in 4 parts) No.2.,[2/8066.12],-
Townsend,T,570,1844,Alignment of City of Sydney (in 4 parts) No.3. Also Suburbs. Driftway at Pennant Hills - County Cumberland.,[2/8066.13],-
Townsend,T,571,1844,Alignment of City of Sydney and Suburbs (in 4 parts) No.4.,[2/8067.1],-
Townsend,T S,423,1834,Diary from January 13th 1834 to 18th July 1835.,[2/5045],-
Tress,-,722,1853,"Survey of Farms in Parishes Galbraith, Osborne, Three Brothers, &c. Allotments. Village Reserve - Parish Shadforth. Wesleyan Church site at Guyong - Parish Colville - County Bathurst. Farms near Orange - Vide Parishes of Mullion, Boreenore, Towac &c. Coun",[2/8078.4],-
Tress,-,664,1850,"Survey of Farms. Grants &c. in Parishes of Shadforth, Huntley, Orange, Byng, Anson &c. Allotments Towns of Bathurst, Guyong. Part of Wellington Road - Parish Vittoria - road to Swallow Creek. Frederick Valley Creek &c. - County Bathurst. Parishes Orange &",[2/8073.6],-
Tress,-,786,1856,"Survey of Allotments and Village Reserve Counties of Mt. Pleasant and Vittoria. Allotments and Farms in Parishes of Bathurst, Colville and Cole. Building site at Guyong; and survey of Wellington Road - County of Bathurst.",[2/8082.15],-
Tress,-,851,1859,"Survey of Portions in Parishes of Lowry, Malmsbury, Graham, Bathurst, Shadforth, Waldgrave, Benere, of Mt. Pleasant and the Macquarie River - County of Bathurst. Portions in Parish of Jedburgh - County Roxburgh.",[2/8086.8],-
Tress,-,680,1851,"Survey of Grants, Farms and Allotments at Parishes of Cadogan, Osborne, Neville, Galbraith, Colville, St. David, Lennox, Huntley, Graham &c. Allotments at Carcoal and Blayney; Roads &c. - County Bathurst. Farms - Parish Watton &c. - County Roxburgh.",[2/8074.4],-
Tress,-,681,1851,Survey of Farms. Allotments &c. Parish of Dabee &c. - County Phillip. Allotments at Sofala - County Roxburgh and at Bathurst - County Bathurst.,[2/8074.5],-
Tress,-,682,1851,"Survey of Farms, Allotments &c. Parishes of Orange, Byng, Colville, Torrens, Clinton &c. Allotments and Cemetery at Carcoal - County Bathurst. Parishes of Winburn, Eskdale, Sofala, Castleton, Falnash, Thornshobe &c. Allotments and Cemetery at Sofala - Cou",[2/8074.6],-
Tress,-,746,1854,"Survey of Farms in the Parishes of Waldergrave, Huurley, Shadforth, Orange (on Blackman's Swamp Creek &c.) County Bathurst. Farms in Parish Orange - County Wellington.",[2/8079.11],-
Tress,-,747,1854,"Survey of farms Parishes Shadforth, Galbraith, Errol, Osborne (on Belubula Rivulet), Napier, Byng &c. - County Bathurst.",[2/8080.1],-
Tress,-,762,1855,"Survey of Farms in Parishes of Huntley, Graham &c. Village Reserve at Mount Pleasant - County Bathurst. Village Reserve on Fish River - Parish Kelso - Traverse of part of Fish River - County Roxburgh.",[2/8081.1],-
Tress,-,763,1855,"Survey of Farms in Parishes of Huntley, Beneree, Bringeller, Galbraith, Bathurst (Poor Man's Hollow) Shadfort, Anson &c. Eastern Bdy. Of General Stewarts Farm. Village of Orange allotments - County Bathurst. Village Reserve ""Whitelock"" on Fish River (Pari",[2/8081.2],-
Tress,-,764,1855,"Survey of Farms in Parishes Huntley Shadforth, Anson, Torrens, Waldegrave, Vittoria, Colville &c. Small Towns and portions in Environs of Bathurst &c. Allotments in Village Reserve - Parishes Colville and Orange; and Surveys in Town of Bathurst - County B",[2/8081.3],-
Tress,-,765,1855,"Survey of Farms in Parishes Beneree, Huntley, Waldegrave, Colville &c. West boundary of Orange - County Bathurst. Village Reserve and small Allotments - Parish Orange. County Wellington. Sections in Village Reserve - Parish Kelso - County Roxburgh.",[2/8081.4],-
Tress,-,766,1855,"Survey of Farms, Village Reserve at Mt. Pleasant, Evan's Plains Creek; Parishes Huntley, Beneree, Bathurst, Vittoria, Grantham, Bringelle, Graham, Cole and Torrens. Allotments Town of Bathurst. Traverse of Dungeon, Spring, Er_us - Plains and Neale's Water",[2/8081.5],-
Tress,-,711,1852,"Survey of Grants, Farms &c. Parishes Byng, Anson, Shadforth, Clinton, Fremantle &c. County Bathurst. Parishes Watton, Jedburgh, Airly, Hearne &c. County Roxburgh.",[2/8077.7],-
Twynam,-,813,1858,Survey of Church and School Estate and Government Reserve - Hill Traverses - Race Course - Portions &c. Botany - County of Cumberland.,[2/8084.5],-
Twynam,E,858,1859,Survey of Narrandera Reserve. Observations for Latitude and True Meridian - Pre-emptive Purchase at Narrandera - Vide Counties of Cooper and Boyd. Farms and suburban Portions at Hay - Langs Crossing Place - Survey of Murrumbidgee River; Lagoons &c. County,[2/8086.15],-
Twynam,E,859,1859,Survey of Waradgery Reserve and Bungah Reserve; Suburban Allotments at Hay; Pre-emptive Purchases on Murrumbidgee River; Traverse connecting surveys - Vide County Waradgery. Surveys near junction of Darling and Murray Rivers and Town of Wentworth - County,[2/8086.16],-
Twynam,E,912,1860,Surveys of Pre-emptive Purchase - Parish of Benogle. Reserve for Town of Babranald and portion of Murrumbidgee River (County of Caira). Reserve for Village of Pinpanpa (county Waradgery). Village of Euston (County Taila). Village of Booligal (County Nicho,[2/8091.6],-
Twynam,E,860,1859,Survey of junction of the Murray and Darling Rivers and Anna Branch of the Darling River - Counties Wentworth and Tara.,[2/8087.1],-
Twynam,E,913,1860,Survey of Village Reserve of Woomargama (County Goulburn). Village Reserve of Bethungra (County Clarendon). Road between Jewnee and Cootanumdry (Counties of Harden and Clarendon).,[2/8091.7],-
Twynam,E,914,1860,"Survey of Pre-emptive purchases and Farms in Parish Berembe (County Bourke). Parish of Gumly Gumly (County Wynyard). Parishes Hanging Rock, Tootool, Murdowaderry, Cookardinia, Cumbaroona, Carabost, Little Billabong (County Mitchell). Parishes Warre Warral",[2/8091.8],-
Twynam,E,915,1860,"Levels of Wollundri Lagoon near Wagga Wagga. Levels of Road from Jewnee to Cootamundry (Counties Clarendon, Harden and Wynyard).",[2/8091.9],-
Twynam,E,812,1858,Survey of Church and School Estate - Traverse Lines - Feature surveys &c. Parish of Bontany - County of Cumberland.,[2/8084.4],-
