,SURNAME,FIRSTNAME,RESIDENCE,DISTRICT,SITUATION,DATE OF LICENCE,LICENCE,COPY,ITEM,REMARKS,SERIES,
,BARBER,George Hume,Glen Rock,Murrumbidgee,Barnewarther; Indigo; Blackdog Creek,04/09/1841,0677,5070,[4/95],,NRS 14363,
,BARBER,George Hume,Hume River,Murrumbidgee,Barnewater,09/09/1843,0229,5075,[4/101],,NRS 14363,
,BARBER,George Hume,Hume River,Murrumbidgee,Barnewather,26/10/1842,0635,5074,[4/99],,NRS 14363,
,BARBER,George Hume,Glenrock,Murrumbidgee,Barnwathe,04/09/1841,0381,5072,[4/97],,NRS 14363,
,BARBER,J,Parramatta,Yass,Western,14/01/1837,0028,GvtG,,,NRS 14363,
,BARBER,Samuel,-,Lachlan,Bogalarah,29/09/1845,0599,5080,[4/107],,NRS 14363,
,BARBER,Samuel,Yass,Yass,Western,09/03/1838,0052,5067,[4/91],"Other names mentioned: BARBER, Samuel",NRS 14363,
,BARBER,Samuel,-,Liverpool Plains,Bogalaro,23/09/1844,0341,5077,[4/103],,NRS 14363,
,BARBER,Samuel,Bogalaro,Lachlan,Bogalaro,03/07/1841,0130,5070,[4/95],,NRS 14363,
,BARBER,Samuel,Bogalaro,Lachlan,Bogalaro,29/08/1843,0172,5075,[4/101],,NRS 14363,
,BARBER,Samuel,Bogolaro,Lachlan,Lachlan,28/08/1840,0309,5070,[4/94],,NRS 14363,
,BARBER,Samuel,Bogolaro,Lachlan,Bogolaro,11/07/1842,0121,5073,[4/98],,NRS 14363,
,BARBER,Samuel,Bogolaro,Lachlan,Bogolaro,03/09/1839,0331,5068,[4/92],,NRS 14363,
,BARDWELL,T H,-,Murrumbidgee,Ten Mile Creek,16/07/1844,0036,5077,[4/103],,NRS 14363,
,BARDWELL,T H,-,Murrumbidgee,Tenmile Creek,21/11/1845,1056,5081,[4/106],,NRS 14363,
,BARDWELL,Thomas H,Tarcutta Creek,Murrumbidgee,Ten Mile Creek,04/11/1843,0602,5076,[4/100],,NRS 14363,
,BARKER,(Messrs),-,Clarence River,Richmond River (A branch of),25/09/1844,0393,5078,[4/102],and THOMSON and WILKIN,NRS 14363,
,BARKER,-,-,Clarence River,Ettrick Forest,30/09/1845,0633,5080,[4/107],and THOMSON and WILKIN,NRS 14363,
,BARKER,Stephen,"Tubban, Namoi River",Liverpool Plains,"Tubban, Namoi River",13/08/1839,0256,5068,[4/92],,NRS 14363,
,BARKER,Stephen,Patersons River,Liverpool Plains,Peelica,20/07/1840,0160,5069,[4/93],,NRS 14363,
,BARKER,Stephen,Patersons River,Liverpool Plains,Pielica?,09/08/1841,0271,5072,[4/97],,NRS 14363,
,BARKER,Thomas,Sydney,Snowy River,South Western,14/01/1837,0089,GvtG,,,NRS 14363,
,BARKER,Thomas,Sydney,Maneroo,Matong,23/02/1844,0706,5076,[4/100],,NRS 14363,
,BARKER,Thomas,Sydney,Maneroo,Mattong,27/07/1841,0223,5072,[4/97],,NRS 14363,
,BARKER,Thomas,Wooloomooloo,Maneroo,"Mattong, Snowy River",25/06/1840,0673,5069,[4/93],,NRS 14363,
,BARKER,Thomas,Monaroo,Monaroo,Southern,29/06/1838,0256,5067,[4/91],and WILKINSON (Mr),NRS 14363,
,BARKER,William,-,Moreton Bay,Tamroo Rum,22/09/1845,0397,5079,[4/105],,NRS 14363,
,BARKER,William,Tamrookum,Moreton Bay,Tamrookum,13/10/1843,0576,5076,[4/100],,NRS 14363,
,BARKER,William,-,Moreton Bay,Tamrookum,24/09/1844,0367,5077,[4/103],£10 per Mr GRAHAM; Other names mentioned: GRAHAM,NRS 14363,
,BARLOW,Alex,Abingdon,New England,Abingdon,27/06/1844,0785,5076,[4/100],,NRS 14363,
,BARLOW,Alexander,-,New England,Lochiel,21/05/1845,0871,5078,[4/104],,NRS 14363,
,BARLOW,Alexander,New England,New England,Lochiel,10/06/1842,0695,5071,[4/96],,NRS 14363,
,BARLOW,Alexander,-,New England,Abingdon,24/03/1846,1209,5081,[4/108],,NRS 14363,
,BARLOW,Alexander,New England,New England,Lochiel,10/06/1842,0011,5073,[4/98],,NRS 14363,
,BARNES,James,Richmond,Liverpool Plains,Northern,14/01/1837,0077,GvtG,,,NRS 14363,
,BARNETT,Edward,Jamballa,Lachlan,Jamballa,09/09/1843,0230,5075,[4/101],,NRS 14363,
,BARNETT,Edward,"Jamballa, Murrumbidgee",Lachlan,Jamballa,31/08/1842,0319,5073,[4/98],,NRS 14363,
,BARNETT,William,Minto (Lower),Ballaro Plains,Southern,06/03/1837,0275b,5067,[4/91],,NRS 14363,
,BARRETT,William,-,Maneroo,Bollero,27/07/1844,0065,5077,[4/103],or BARNETT,NRS 14363,
,BARRETT,William,Minto,Maneroo,Boleuro Plains,11/07/1839,0115,5068,[4/92],or BARNETT,NRS 14363,
,BARRETT,William,Bollero,Maneroo,Bollero,04/08/1843,0079,5075,[4/101],or BARNETT,NRS 14363,
,BARRETT,William,Drummond Valley,Maneroo,Bollero,14/07/1840,0152,5069,[4/93],or BARNETT,NRS 14363,
,BARRETT,William,Drummond Valley,Maneroo,Bollero,11/08/1841,0287,5072,[4/97],or BARNETT,NRS 14363,
,BARRETT,William,Minto,Maneroo,-,27/06/1842,0049,5073,[4/98],,NRS 14363,
,BARRETT,William,-,Maneroo,Bolaro,19/09/1845,0342,5079,[4/105],or BARNETT,NRS 14363,
,BARREY,James,Yass,Lachlan,Goba Creek,28/09/1842,0518,5074,[4/99],,NRS 14363,
,BARREY,Laurence,Bangulal,Lachlan,Bangulal,24/09/1842,0449,5074,[4/99],or BERRY,NRS 14363,
,BARRITT,William,Monaroo,Monaroo,Southern,28/05/1838,0129,5067,[4/91],Indexed on reel as BARRETT; Other names mentioned: COLE (Mr),NRS 14363,
,BARRY,Laurence,-,Lachlan,Bangalue,30/09/1843,0525,5076,[4/100],or BERRY,NRS 14363,
,BARRY,Lawrence,-,Lachlan,Bangalal,28/10/1845,1001,5081,[4/106],,NRS 14363,
,BARTLETT,Edward,"Sydney, and Namoi River",Liverpool Plains,Namoi River (On the),28/09/1842,0506,5074,[4/99],"and BARTLETT, F",NRS 14363,
,BARTLETT,F,"Sydney, and Namoi River",Liverpool Plains,Namoi River (On the),28/09/1842,0506,5074,[4/99],"and BARTLETT, Edward",NRS 14363,
,BARTON,(Messrs),Boree Creek,Wellington,Boree Creek,15/08/1845,0030,5079,[4/105],and DARVALL,NRS 14363,
,BARTON,(Messrs),-,Wellington,Boree Nyrang,11/07/1844,0025,5077,[4/103],and DARVALL,NRS 14363,
,BARTON,(Messrs),Boree,Wellington,Boree Nyrang,08/08/1843,0094,5075,[4/101],and DARVALL,NRS 14363,
,BARTON,R J,Boree Nyang,Wellington,Boree Nyang,20/06/1842,0022,5073,[4/98],"and DARVALL, W O",NRS 14363,
,BAXTER,A,-,McLeay River,Yessaba,20/12/1843,0655,5076,[4/100],,NRS 14363,
,BAXTER,Andrew,McLeay River,Macquarie,Yessaba,06/12/1842,0654,5074,[4/99],,NRS 14363,
,BAXTER,Andrew,Sydney,Port Macquarie,Limestone Flat,06/04/1842,0720,5071,[4/96],,NRS 14363,
,BAXTER,Andrew,Sydney,Macquarie,Limestone Flat,06/04/1842,0658,5071,[4/96],,NRS 14363,
,BAXTER,Andrew,"Sydney, 30th Regiment",Port Macquarie,Limestone Flat (The),24/09/1839,0403,5068,[4/92],,NRS 14363,
,BAYLEY,Charles,Mudgee,Liverpool Plains,Quiengurea,22/09/1840,0364,5070,[4/94],"and BAYLEY, Henry; or BAYLY",NRS 14363,
,BAYLEY,Charles,Mudgee,Liverpool Plains,Queengurie?/Quiringundi?,30/09/1841,0511,5072,[4/97],"and BAYLEY, Henry",NRS 14363,
,BAYLEY,Henry,Mudgee,Bligh (adjoining),"Duredellamurle?, Castlereagh River",30/09/1841,0512,5072,[4/97],,NRS 14363,
,BAYLEY,Henry,-,Liverpool Plains,Yarronbam Buan,30/09/1844,0598,5078,[4/102],,NRS 14363,
,BAYLEY,Henry,Mudgee,Liverpool Plains,Queengurie?/Quiringundi?,30/09/1841,0511,5072,[4/97],"and BAYLEY, Charles",NRS 14363,
,BAYLEY,Henry,Mudgee,Liverpool Plains,Quiengurea,22/09/1840,0364,5070,[4/94],"and BAYLEY, Charles; or BAYLY",NRS 14363,
,BAYLEY,N P,-,Bligh,Mumgullin,17/08/1843,0131,5075,[4/101],or BAYLY,NRS 14363,
,BAYLEY,Nicholas P,Mudgee,Bligh,Miangullia,11/08/1842,0232,5073,[4/98],,NRS 14363,
,BAYLISS,E William,Aston,Maneroo,Beyangus?/Begangus?,24/09/1839,0405,5068,[4/92],,NRS 14363,
,BAYLISS,Edward W,Snowey River,Snowy River,Western Southern,21/02/1837,0256,5067,[4/91],,NRS 14363,
,BAYLY,H,Mudgee,Macquarie River,Western,22/06/1838,0217,5067,[4/91],,NRS 14363,
,BAYLY,Henry,-,Bligh,Dundillamarle on Castleragh River,22/09/1840,0365,5070,[4/94],,NRS 14363,
,BAYLY,Henry,-,Bligh,Bundalla,03/10/1845,0839,5081,[4/106],,NRS 14363,
,BAYLY,Henry,Parramatta,Liverpool Plains and Bligh,Tarronbaun? Buan? Bundulla,21/09/1843,0306,5075,[4/101],,NRS 14363,
,BAYLY,Henry,Mudgee,Liverpool Plains and Bligh,Tarronbuon Buan,09/09/1842,0363,5073,[4/98],,NRS 14363,
,BAYLY,Henry,Mudgee (Near),Bligh,Castlereagh,24/10/1839,0480,5068,[4/92],,NRS 14363,
,BAYLY,Henry,-,Bligh,Bald Reach Creek,03/10/1845,0840,5081,[4/106],,NRS 14363,
,BAYLY,N P,Mudgee,Bligh,Weetalabar,24/06/1841,0018,5070,[4/95],Other names mentioned: AGAR? (Mr),NRS 14363,
,BAYLY,N P,Mudgee,Bligh,Weetalabar,28/09/1840,0412,5070,[4/94],,NRS 14363,
,BAYLY,N P,Mudgee,Bligh,Miangullia,08/08/1844,0111,5077,[4/103],,NRS 14363,
,BEAN,H H,-,Clarence River,Tooloom,03/09/1845,0139,5079,[4/105],"per FLOWER, SALTING and CO; Other names mentioned: FLOWER, SALTING and CO",NRS 14363,
,BEARD,(Messrs),Ironmougi,Maneroo,Ironmougi,29/07/1841,0228,5072,[4/97],and ROLFE,NRS 14363,
,BEARD,(Messrs),Ironmungie,Maneroo,Ironmungie,04/08/1840,0228,5069,[4/93],and ROLFE,NRS 14363,
,BEARD,-,Iron Mongy,Maneroo,Iron Mongy,05/07/1843,0022,5075,[4/101],and ROLFE,NRS 14363,
,BEARD,-,-,Maneroo,Iron Mougy,11/09/1844,0275,5077,[4/103],and ROLFE,NRS 14363,
,BEARD,-,-,Maneroo,Ironmongee,27/09/1845,0522,5080,[4/107],and ROLFE,NRS 14363,
,BEARD,Joseph,Maneroo,Maneroo,Iron Munge,18/06/1842,0019,5073,[4/98],"and ROLFE, John",NRS 14363,
,BEARD,Timothy,"Minto (Lower), Liverpool",Maneroo,Iron Mungee,07/08/1839,0230,5068,[4/92],,NRS 14363,
,BEARD,Timothy,Cowpasture Road,Argyle,Snowy River (South West),14/01/1837,0110,GvtG,,,NRS 14363,
,BEATTIE,-,Sydney,Darling Downs,Gumburra,21/03/1844,0733,5076,[4/100],and TAYLOR,NRS 14363,
,BEATTIE,-,-,Liverpool Plains,Boondamane,30/09/1845,0675,5080,[4/107],and TAYLOR,NRS 14363,
,BEATTIE,-,Sydney,Darling Downs,Rosenthall,21/03/1844,0732,5076,[4/100],and TAYLOR,NRS 14363,
,BEATTIE,J F,-,Liverpool Plains,Molroy,03/10/1845,0831,5081,[4/106],,NRS 14363,
,BEATTIE,J F,-,Liverpool Plains,Gwyder River,28/09/1844,0490,5078,[4/102],,NRS 14363,
,BEATTIE,J F,-,Darling Downs,Goombarra,28/09/1844,0489,5078,[4/102],,NRS 14363,
,BEATTIE,J F,Sydney,Liverpool Plains,"Newtons (Late Dr) Station, on the Gwydir River",24/08/1842,0275,5073,[4/98],Other names mentioned: NEWTON (Dr) (Station),NRS 14363,
,BEATTIE,J F,"Sydney, 2 Fort Street",Liverpool Plains,Newtons (Late Dr) Station on the Gwyder River,30/06/1841,0039,5070,[4/95],Other names mentioned: NEWTON (Doctor) (Station),NRS 14363,
,BEATTIE,J F,-,Darling Downs,Rosenthhall,28/09/1844,0488,5078,[4/102],,NRS 14363,
,BEATTIE,James F,Sydney,Liverpool Plains,"Newtons (Late Dr), Gwydir River",07/11/1843,0605,5076,[4/100],Other names mentioned: NEWTON (Late Dr) (Station),NRS 14363,
,BEATTIE,James Forbes,"Sydney, 2 Fort Street",Liverpool Plains,"Newtons (Late Dr) Station, Gwydir River",22/09/1840,0357,5070,[4/94],Other names mentioned: NEWTON (Late Dr) (Station),NRS 14363,
,BECKHAM,H,-,Murrumbidgee,Murrumbidgee,27/11/1843,0627,5076,[4/100],,NRS 14363,
,BECKHAM,Horatio,-,Murrumbidgee,Cavan,26/09/1844,0415,5078,[4/102],,NRS 14363,
,BECKHAM,Horatio,-,Murrumbidgee,Cavan,25/09/1845,0450,5080,[4/107],,NRS 14363,
,BELL,A,Patricks Plains,Liverpool Plains,Copidi? Nagra Yabodi and Reedy Creek,19/06/1840,0019,5069,[4/93],"and BELL, J S",NRS 14363,
,BELL,A,Corinda,Liverpool Plains,North West,27/06/1838,0242,5067,[4/91],"and BELL, J J; Other names mentioned: MONTEFIORE and CO",NRS 14363,
,BELL,A (Junior),Belmont,Liverpool Plains,North Western,11/02/1837,0215,GvtG,,"and BELL, A (Senior)",NRS 14363,
,BELL,A (Mr),Patricks Plains,Liverpool Plains,Copidy?/Cossidi? Nagia Yabodi and Reedy Creek,03/07/1841,0123,5070,[4/95],"and BELL, J",NRS 14363,
,BELL,A (Senior),Belmont,Liverpool Plains,North Western,11/02/1837,0215,GvtG,,"and BELL, A (Junior)",NRS 14363,
,BELL,Archibald,"Conida/Couida, Patricks Plains",Liverpool Plains,"Namoi, Peels River and Gwydir",13/07/1839,0137,5068,[4/92],,NRS 14363,
,BELL,David,-,Maneroo,Spring Flat,04/11/1845,1024,5081,[4/106],,NRS 14363,
,BELL,David,Spring Flat,Maneroo,Spring Flat,09/12/1841,0575,5072,[4/97],,NRS 14363,
,BELL,David,Spring Flat,Maneroo,Spring Flat,31/07/1844,0071,5077,[4/103],,NRS 14363,
,BELL,David,Spring Flat,Maneroo,Spring Flat,04/08/1843,0081,5075,[4/101],,NRS 14363,
,BELL,David,Spring Flat,Maneroo,Spring Flat,11/07/1842,0119,5073,[4/98],,NRS 14363,
,BELL,David,-,McLeay River,Cullatin,08/06/1846,1246,5081,[4/108],,NRS 14363,
,BELL,David,-,McLeay,Stockyard Creek,18/12/1844,0764,5078,[4/102],,NRS 14363,
,BELL,David,-,McLeay River,Stockyard Creek,28/08/1845,0091,5079,[4/105],,NRS 14363,
,BELL,J (Mr),Patricks Plains,Liverpool Plains,Copidy?/Cossidi? Nagia Yabodi and Reedy Creek,03/07/1841,0123,5070,[4/95],"and BELL, A",NRS 14363,
,BELL,J J,Corinda,Liverpool Plains,North West,27/06/1838,0242,5067,[4/91],"and BELL, A; Other names mentioned: MONTEFIORE and CO",NRS 14363,
,BELL,J S,Patricks Plains,Liverpool Plains,Copidi? Nagra Yabodi and Reedy Creek,19/06/1840,0019,5069,[4/93],"and BELL, A",NRS 14363,
,BELL,Thomas,"Belle Vue, Jembaicumben",Maneroo,Caudigalla,22/07/1841,0197,5070,[4/95],,NRS 14363,
,BELL,Thomas,"Belle Vue, Jembaicumben",Maneroo,Caudigalla/Candigolla?,23/09/1840,0372,5070,[4/94],,NRS 14363,
,BELL,Thomas,-,Darling Downs,Gunba,06/03/1844,0717,5076,[4/100],,NRS 14363,
,BELL,Thomas,-,Darling Downs,Jimba,10/10/1844,0677,5078,[4/102],,NRS 14363,
,BELL,Thomas,-,Darling Downs,Jimbone,03/10/1845,0833,5081,[4/106],,NRS 14363,
,BELL,Thomas,Braidwood,Murrumbidgee,Maruckie?/Marackie?,12/06/1846,1248,5081,[4/108],,NRS 14363,
,BELL,Thomas,Braidwood,Maneroo,Coudiganey?,17/02/1843,0697,5074,[4/99],,NRS 14363,
,BELL,W S,-,Liverpool Plains,Keepit,29/05/1845,0875,5078,[4/104],,NRS 14363,
,BELL,W S,-,Liverpool Plains,Keepit,30/09/1845,0653,5080,[4/107],,NRS 14363,
,BELL,William S,Chestnut? Park,Liverpool Plains,Keepit,15/11/1839,0519,5069,[4/93],,NRS 14363,
,BELL,William S,Chesnut Park,Liverpool Plains,"Keepit, on Namoi River",29/09/1840,0436,5070,[4/94],,NRS 14363,
,BELL,William S,Chesnut Park,Liverpool Plains,"Keepit, on Namoi River",13/08/1841,0298,5072,[4/97],,NRS 14363,
,BELL,William S,Chesnut? Park,Liverpool Plains,"Keepit, on the Namoi River",15/07/1842,0139,5073,[4/98],Issued as 140,NRS 14363,
,BELL,William Sims,Cheshunt Park,Namoi,Northern,03/08/1837,0374,5067,[4/91],,NRS 14363,
,BELL,William Sims,Cheshunt Park,Liverpool Plains,Northern,15/06/1838,0182,5067,[4/91],,NRS 14363,
,BENDOCK,(Messrs),"Bridgeman, Fall Brook",Liverpool Plains,-,28/06/1842,0060,5073,[4/98],,NRS 14363,
,BENNET,Henry Grey,Wambrook,Maneroo,Wambrook,13/09/1839,0381,5068,[4/92],,NRS 14363,
,BENNETT,(Messrs),Claverly,New England,"Claverly, 22 miles North West of Beardy Plains",06/09/1839,0344,5068,[4/92],and GARDEN,NRS 14363,
,BENNETT,Henry G,Maneroo,Maneroo,Southern,23/02/1837,0258,5067,[4/91],,NRS 14363,
,BENNETT,Henry G,Monaroo,Monaroo,Southern,30/06/1838,0279,5067,[4/91],Other names mentioned: WILLIAMS (Mr),NRS 14363,
,BENNETT,Robert,"Curbin, Castlereagh River",Bligh,Bolladorin on the Mathegai Creek,25/08/1845,0073,5079,[4/105],,NRS 14363,
,BENNETT,Robert,-,Bligh,Wingelong,17/09/1845,0298,5079,[4/105],,NRS 14363,
,BENNETT,Robert,"Curban, Castlereagh Rive",Bligh,Curban,13/09/1839,0384,5068,[4/92],,NRS 14363,
,BENNETT,Robert,-,Bligh,Curbin,17/09/1845,0296,5079,[4/105],,NRS 14363,
,BENNETT,Robert,Curbin,Bligh,Curbin,14/08/1844,0133,5077,[4/103],,NRS 14363,
,BENNETT,Robert,Curbin,Bligh,Curbin,26/06/1841,0023,5070,[4/95],,NRS 14363,
,BENNETT,Robert,Curbin,Bligh,Curbin,08/07/1842,0110,5073,[4/98],,NRS 14363,
,BENNETT,Robert,Biambill,Mudgee,Northern,19/05/1837,0337,5067,[4/91],,NRS 14363,
,BENNETT,Robert,Carbin,Bligh,Carbin,05/07/1843,0018,5075,[4/101],,NRS 14363,
,BENNETT,Robert,"Brumbel, Castlereagh",Big River,Northern,09/07/1838,0312,5067,[4/91],,NRS 14363,
,BENNETT,Robert,-,Bligh,Warrenannini,17/09/1845,0297,5079,[4/105],,NRS 14363,
,BENNETT,Robert,Curbin,Bligh,Castlereagh River,25/07/1840,0197,5069,[4/93],,NRS 14363,
,BENTLEY,Robert,Clarence River (The),Port Macquarie,"York, opposite the proposed township of Winchester",17/03/1841,0597,5070,[4/95],,NRS 14363,
,BENTLEY,Robert,Clarence River,Port Macquarie,"York, situated between certain creeks known as Bentley's and Carr's Creek comprising about one section more or less",26/06/1841,0022,5070,[4/95],,NRS 14363,
,BERNE,Patrick,Clarence River,Clarence River,-,30/09/1842,0598,5074,[4/99],,NRS 14363,
,BESNARD,-,-,Clarence River,Woodenbong,30/09/1845,0784,5080,[4/107],and PIKE,NRS 14363,
,BESNARD,A R,Douglas near Yass,Yass,Western,20/02/1838,0039,5067,[4/91],"and BESNARD, J R/P?; Indexed on reel: A R and S P",NRS 14363,
,BESNARD,J R/P?,Douglas near Yass,Yass,Western,20/02/1838,0039,5067,[4/91],"and BESNARD, A R; Indexed on reel: A R and S P",NRS 14363,
,BESNARD,Michael,Douglas,near Yass,Western,31/03/1837,0310,5067,[4/91],"and BESNARD, Thomas",NRS 14363,
,BESNARD,N B,Kangiaro?,Lachlan,-,12/09/1840,0342,5070,[4/94],,NRS 14363,
,BESNARD,N R,Kangeroo,Lachlan,Douglass,18/07/1839,0173,5068,[4/92],,NRS 14363,
,BESNARD,T Pope,Dacylas?,Lachlan,-,25/05/1841,0628,5070,[4/95],,NRS 14363,
,BESNARD,Thomas,Douglas,near Yass,Western,31/03/1837,0310,5067,[4/91],"and BESNARD, Michael",NRS 14363,
,BESNARD,Thomas Pope,Molonglo,Maneroo,Campbellany,17/03/1840,0599,5069,[4/93],"and HOSKING, John",NRS 14363,
,BEST,Robert,Seven Hills,Yass (beyond),Western,04/02/1837,0189,GvtG,,,NRS 14363,
,BEST,Thomas,Durat,Lachlan,Lachlan,07/10/1839,0439,5068,[4/92],,NRS 14363,
,BEST,William,Wogo Woga,Murrumbidgee,South Western,11/07/1838,0316,5067,[4/91],"Other names mentioned: HARDY, J (of Yass)",NRS 14363,
,BEST,William,Wogga Wogga,Murrumbidgee,Wogga Wogga,29/08/1839,0304,5068,[4/92],,NRS 14363,
,BEST,William,"Munie Munie, County King",Murrumbidgee,Woggawogga,09/09/1840,0334,5070,[4/94],,NRS 14363,
,BEST,William,Seven Hills,Murrumbidgee,Woggawogga,15/09/1841,0410,5072,[4/97],,NRS 14363,
,BEST,William,-,Murrumbidgee,Wagga,09/09/1844,0252,5077,[4/103],,NRS 14363,
,BEST,William,-,Murrumbidgee,Wagga Wagga,29/09/1845,0569,5080,[4/107],,NRS 14363,
,BEST,William,Prospect,Murrumbidgee,Wagga Wagga,14/09/1843,0250,5075,[4/101],,NRS 14363,
,BEST,William,Seven Hills,Murrumbidgee,Wagga Wagga,16/08/1842,0243,5073,[4/98],,NRS 14363,
,BETTINGTON,J B,-,Bligh,Mowabla,31/10/1845,1010,5081,[4/106],,NRS 14363,
,BETTINGTON,J B,-,Liverpool Plains,Nekickaluma,30/09/1845,0642,5080,[4/107],,NRS 14363,
,BETTINGTON,J B,-,Bligh,Tarawandi,31/10/1845,1013,5081,[4/106],,NRS 14363,
,BETTINGTON,J B,-,Bligh,Mowable,27/09/1844,0437,5078,[4/102],,NRS 14363,
,BETTINGTON,J B,Oatlands Parramatta,Bligh,Mowbla,11/08/1843,0111,5075,[4/101],,NRS 14363,
,BETTINGTON,J B,Piercefield,Liverpool Plains,Northern,14/01/1837,0132,GvtG,,,NRS 14363,
,BETTINGTON,J B,-,Bligh,Ulomougo,31/10/1845,1011,5081,[4/106],,NRS 14363,
,BETTINGTON,J B,-,Liverpool Plains,Gwyder River,27/09/1844,0438,5078,[4/102],,NRS 14363,
,BETTINGTON,J B,Oatlands Parramatta,Liverpool Plains,Gwyder River,12/07/1841,0160,5070,[4/95],,NRS 14363,
,BETTINGTON,J B,Parramatta,Liverpool Plains,Gwyder River,30/09/1843,0515,5076,[4/100],,NRS 14363,
,BETTINGTON,J B,-,Liverpool Plains,Boobadil,30/09/1845,0643,5080,[4/107],,NRS 14363,
,BETTINGTON,J B,Oatlands,Liverpool Plains,Gwydir River,23/08/1842,0272,5073,[4/98],,NRS 14363,
,BETTINGTON,J B,-,Bligh,Turidgere,31/10/1845,1012,5081,[4/106],,NRS 14363,
,BETTINGTON,J B,Sydney,Liverpool Plains,Northern,04/07/1838,0300,5067,[4/91],Other names mentioned: AGARS (Mr),NRS 14363,
,BETTINGTON,James B,"Oatlands, Parramatta",Liverpool Plains,Gwydir River,25/09/1840,0395,5070,[4/94],,NRS 14363,
,BETTINGTON,James Brindley,Parramatta,Liverpool Plains,Yarimanba; Mount Oxley; Myol Creek; Gwydir River,08/07/1839,0079,5068,[4/92],,NRS 14363,
,BETTS,(Messrs),Sydney,McLeay River,Wabbra,30/09/1843,0507,5076,[4/100],and PANTON,NRS 14363,
,BETTS,(Messrs),Sydney,New England,Jelligala,17/05/1844,0767,5076,[4/100],and PANTON,NRS 14363,
,BETTS,-,Sydney,New England,Jeoygala,26/09/1844,0408,5078,[4/102],and PANTON,NRS 14363,
,BETTS,-,Sydney,Wellington,Gulwary,30/09/1845,0804,5081,[4/106],and PANTON,NRS 14363,
,BETTS,-,Sydney,Wellington,Gounbla,30/09/1845,0805,5081,[4/106],and PANTON,NRS 14363,
,BETTS,-,Sydney,New England,Joygleba,30/09/1845,0801,5081,[4/106],and PANTON,NRS 14363,
,BETTS,-,Sydney,Macquarie,Wabbai on the Macleay River,19/07/1842,0150,5073,[4/98],and PANTON,NRS 14363,
,BETTS,-,Sydney,McLeay River,Wabbra,30/09/1845,0803,5081,[4/106],and PANTON,NRS 14363,
,BETTS,-,Sydney,McLeay River,Wabbra,26/09/1844,0409,5078,[4/102],and PANTON,NRS 14363,
,BETTS,-,Sydney,Macquarie,"Wabbra, on the MacLeay River",22/06/1841,0010,5070,[4/95],and PANTON,NRS 14363,
,BETTS,-,Parramatta,Bathurst (beyond),Western and Northern,28/01/1837,0168,GvtG,,and MARSDEN,NRS 14363,
,BETTS,-,Sydney,McLeay River,Long Flat,30/09/1845,0802,5081,[4/106],and PANTON,NRS 14363,
,BETTS,-,Sydney,Wellington,Gormbla,26/09/1844,0407,5078,[4/102],and PANTON,NRS 14363,
,BETTS,Henry,Sydney,Port Macquarie,McKenzies Station on the McLeay River,30/09/1840,0505,5070,[4/94],and CO; Other names mentioned: MCKENZIE (Station); Issued on last years licence his name appearing on the Commissioner's return for the present year,NRS 14363,
,BETTS,Henry,Port Macquarie,Macquarie,Northern,04/06/1838,0148,5067,[4/91],Other names mentioned: JAMES (Mr),NRS 14363,
,BETTS,J A,Wilmington,Wellington,Keyhole,06/02/1844,0692,5076,[4/100],,NRS 14363,
,BETTS,John,Parramatta,Wellington,Molong and Bogan River,25/06/1840,0037,5069,[4/93],,NRS 14363,
,BETTS,John,Braidwood,Wellington,Western,29/06/1838,0258,5067,[4/91],Other names mentioned: FLOWER,NRS 14363,
,BETTS,John,Windsor,Port Macquarie,Mackenzies Station on the McLeay River,05/07/1839,0051,5068,[4/92],"and PANTON, John; Other names mentioned: MACKENZIE (Station)",NRS 14363,
,BETTS,John,-,Wellington,Molong,09/05/1844,0763,5076,[4/100],,NRS 14363,
,BIDDULPH,Edward,Maitland,Liverpool Plains,Moonboyon Peel River,12/08/1839,0255,5068,[4/92],,NRS 14363,
,BIDDULPH,Edward,Richmond Vale,Peels River,Northern,14/06/1838,0174,5067,[4/91],Other names mentioned: ANDREWS,NRS 14363,
,BIGGE,F,Mount Brisbane,Moreton Bay,Mount Brisbane,14/09/1843,0255,5075,[4/101],,NRS 14363,
,BIGGE,F A,-,Moreton Bay,Mount Brisbane,24/09/1844,0366,5077,[4/103],"and BIGG, F E; £10 per Mr GRAHAM; Other names mentioned: GRAHAM",NRS 14363,
,BIGGE,F E,Mount Brisbane,Moreton Bay,Mount Brisbane on the Brisbane River,27/05/1843,0740,5074,[4/99],"and BIGGE, Frederick William",NRS 14363,
,BIGGE,F E,-,Moreton Bay,Mount Brisbane,22/09/1845,0398,5079,[4/105],"and BIGGE, F W",NRS 14363,
,BIGGE,F E,-,Moreton Bay,Mount Brisbane,24/09/1844,0366,5077,[4/103],"and BIGGE, F A; £10 per Mr GRAHAM; Other names mentioned: GRAHAM",NRS 14363,
,BIGGE,F E,Mount Brisbane,Moreton Bay,Mount Brisbane,14/09/1843,0255,5075,[4/101],"and BIGGE, F",NRS 14363,
,BIGGE,F W,-,Moreton Bay,Mount Brisbane,22/09/1845,0398,5079,[4/105],"and BIGGE, F E",NRS 14363,
,BIGGE,Frederick William,Mount Brisbane,Moreton Bay,Mount Brisbane on the Brisbane River,27/05/1843,0740,5074,[4/99],"and BIGGE, F E",NRS 14363,
