SA Item,SG Map,Area,Firstname,Surname,Date,Description,Remarks
[2348],C.21.1314,Clarence District,-,-,-,For this plan see old rolls in separate list.Reduction Plan of Dewhurst's surveys of southern heads of Clarence with feature details by Campbell not dated,
[1369],B.643,Bathurst,-,-,-,"Showing country and new parishes Carlton, Somers, Neville and other",
[5392],S.2.684.a,Sydney,-,-,-,Missing,
[SZ413B],(To be kept with P.10.574),Port Jackson,-,-,nd,"Letter explaining background and history of plan P.10.574 (SZ413A), dated 24 Feb 1910",
[2250],C.1108.b,Camberwell,-,-,1840,Design of C.1108a by Davies 1840,
[3203],K.206,"King Street, Sydney",-,-,nd,King Street with buildings to Clarence and Bent Streets,
[4984],R.469d,Richmond,-,-,1825 (watermark),"Town of Richmond, copy of original",
[4617],N.1579,New South Wales,-,-,1837,"""Map of the Colony of NSW exhibiting the situation & extent of the appropriated lands, including the counties, towns, village reserves, etc., compiled from authentic surveys, etc.""""Dedicated to Sir John Barrow, Bart., President of the Royal Geo",
[5979],W.1191c,Wilton,-,-,1877,"Plan of the town of Wilton, Parish Wilton, County Camden - Amends W.1191a",
[1657],C.17,Camden (County),-,-,Before 1833,County Argyle and part County Camden.Shows grants etc. Index to map at 9/2718.,same as SR Item [1656]
[5347],R.3.1746,Road,-,-,-,"Plan of part of country in vicinity of part Yass & Kiandra Rd, cleared by Surveyor Fisher & Party between Log Bridge Creek & junction of Brindaburra Ck about 3 miles north east from Peppercorn Hill - old existing track also shown - George Smith's store on",
[3528],L.53.1634,Lithographs,-,-,,"21 lithographs of maps of various parts of New Zealand. Published at Surveyor General's Office, Wellington, New Zealand",20 of 20 (L.51.1634 not held)
[4189],M.229-.242.1427,Murrumbidgee District,-,-,,"Werang Creek, Tuppal Creek to Gulpa Road - parts Wakool and Murray Rivers LakesPoompur & Glenoe, Billabong Creek - Edward River from Nyang to Moulamein -County Wakool",5 of 15
[4980],R.432,River (Hunter),-,-,nd,"Sketch of parts of Hunter River, Muscle Creek, Kingdon Ponds and Goulburn River",
[3054],H.21.679,-,-,-,-,Gregs Creek and County Blaxlands Station or Gregs Creek - Gulwa Creek,
[1489],B.3.1313,Bligh District,-,-,-,"Trace of part Castlereagh River downwards & line connecting it with Macquarie River at Dubbo - in 18 Sheets, numbered 1-18. Covers from near Binnaway to just north of Gilgandra - shows White's camp sites, station holders & names….",3 of 15
[5783],T.1162a,Tianjara,-,-,-,"Plan of Tianjara, for approval",
[4795],P.628,Pitt Town,-,-,-,"Pitt Town design signed by Governor Macquarie, 1815 - with occupiers' names",1 of 2 plans
[6147],Y.1756.a,Yeo Yeo,-,-,1860,"Design for the village, cancelled 1890",
[1306],B.348a,Bathurst,-,-,-,Copy of B.348,
[1225],A.1664.d,Adelong,-,-,Sep 1869,"Adelong Town and Environs, County Wynyard, by Surveyor Generals Office, Sep 1869 - plan cancelled by A.1664.c",
[4985],R.469e,Richmond,-,-,1827,"Town of Richmond, copy of GB White's survey",
[SZ460],S.5.690,-,-,-,1838,Rough tracing with numerous soundings showing approach to and anchorage of Swan River from HMS Beagle,
[SZ545],W.591.b,Wallis Plains,-,-,nd,Sketch of the small allotments near Maitland.With less detail than W.591,
[1660],C.76,Castlereagh,-,-,-,Township,
[2624],D.1a.1515,Denman,-,-,1865,"Plan of town of Denman, County Brisbane",
[4910],P.1102d,Portland (Victoria),-,-,1853,Portland town map published by Fred. W Birmingham CE Dec 1853 - shows splendid sketches of the important buildings including SG Henty's residence,
[4190],M.229-.242.1427,Murrumbidgee District,-,-,,"Werang Creek, Tuppal Creek to Gulpa Road - parts Wakool and Murray Rivers LakesPoompur & Glenoe, Billabong Creek - Edward River from Nyang to Moulamein -County Wakool",6 of 15
[2469],C.2135.b,Coldstream,-,-,1874,"Plan of Village of Coldstream Parish Ulmarra, County Clarence",
[1490],B.4.1313,Bligh District,-,-,-,"Trace of part Castlereagh River downwards & line connecting it with Macquarie River at Dubbo - in 18 Sheets, numbered 1-18. Covers from near Binnaway to just north of Gilgandra - shows White's camp sites, station holders & names….",4 of 15
[5784],T.1162b,Tianjara,-,-,nd,"Plan as approved, later cancelled by T.1162e",
[2917],G.2050a,Grabben Gullen,-,-,1870,Village design,
[6149],Y.1768.a,Young,-,-,Dec 1862 (published),Young Town published by Surveyor General's Office Dec 1862 - shows existing mining locations,
[4794],P.30a.574,Port Jackson,-,-,Mar 1875,"(Milson's Point) Tracing showing survey of North Shore from Milson's Point Ferry to Kirribilli. Soundings and borings, and limit line of reclamation are given",
[2812],G.1028,Gundagai,-,-,"1840,1845, 1850","Village design plans; one copied by Bland, Jul 1840; one dated 1845; one by Larmer 1850, and copy of same",1 of 4
[1751],C.a-.b.; C.15-.17.513,Coast,-,-,,Plans of Government establishment at Richmond River.See also M.1151,1 of 5
[1793],C.6.649,Cataract River,-,-,-,Plan junctions of Nepean and Cataract.No date,
[1226],A.1676,Albert District,-,-,22 Oct 1858,"Plan showing position of runs along Darling River including parts Warrego & Darling pastoral districts - from Murray River to Fort Bourke Station by Crown Commissioner Perry, Oct 22, 1858",
[SZ462],S.7.690,-,-,-,nd,"Sketch map showing particulars of country in vicinity of the Swan & Canning Rivers.Apparently compiled from observations by the Officers of HMS Sulphur & Challenger. (Copy of Mr Bemi's plan, on suggestion of Sir E Parry by JW Edwards).Scale about 3 mi",
[5884],V.1655,Victoria,-,-,nd,"Map of the County of Bourke, Victoria.Scale 2 miles to an inch",
[4191],M.229-.242.1427,Murrumbidgee District,-,-,,"Werang Creek, Tuppal Creek to Gulpa Road - parts Wakool and Murray Rivers LakesPoompur & Glenoe, Billabong Creek - Edward River from Nyang to Moulamein -County Wakool",7 of 15
[SZ424],R.543,Richmond River,-,-,nd,Tracing of R.542 (SR Map No. SZ423),
[3056],H.23.679,-,-,-,-,"Blackwater Creek tributary of Widden, County Phillip, Nullo Mount",
[1491],B.5.1313,Bligh District,-,-,-,"Trace of part Castlereagh River downwards & line connecting it with Macquarie River at Dubbo - in 18 Sheets, numbered 1-18. Covers from near Binnaway to just north of Gilgandra - shows White's camp sites, station holders & names….",5 of 15
[5785],T.1162c,Tianjara,-,-,nd,"Plan copied by Lane, Draftsman",
[1428],B.946.a (?),Boat Harbour,-,-,-,(Port Macquarie) SR Map No.1428 is missing (it appears to have the wrong Cat. No. for B.946.a is already located at SR Map No.1427),
[SZ165],I.537 (1.1),Interior,-,-,1831,"Sketch of part of the exploratory expedition of Major Thomas Mitchell, Nov 1831 - May 1832.Shows the journey from Namoi River to Darling River, from Berobi to Darling River, & part of the return journey. This is a smaller scale map of I.537(1.2) (SZ166)",
[2332],C.13.1314,Clarence District,-,-,-,"Plan Clarence District - parts McLeods Creek & Timbarra River, shows Clarks Inn on McLeods Creek & Clarence Inn at ""Fairfield"" on Plumbago Creek",
[5127],R.892b,RaymondTerrace,-,-,1837,"Raymond Terrace Village or Town, Parish Eldon, County Gloucester, plan as approved by Lewis Jnr Oct 1837 - used as office map until withdrawn 4 Jul 1892 - Plan R.892A design refused",
[5694],S.10.1292,Sydney,-,-,nd,Tracing showing boundary of Sydney Common - vide description in Sydney Gazette 5 Oct 1811,
[6151],Y.1768.d,Young,-,-,May 1861 (published),Young town map published by Surveyor General's Office May 1861,
[4798],P.714 (?),Parramatta,-,-,nd,Plan showing the position of the measured allotments with reference to the Town of Parramatta,
[1378],B.993.691,Bathurst (County),-,-,-,Plan of the village reserve at Guyong.Office use to 1930.Lithograph,
[1750],C.a-.b.; C.15-.17.513,Coast,-,-,,Plans of Government establishment at Richmond River.See also M.1151,2 of 5
[1795],C.9.649,Cataract River,-,-,-,"Plan showing Bargo East, Nepean & Cataract Rivers, Wollundoola Creek, Broughtons Pass, Jordans Pass at road crossing (formerly O'Briens Pass) &  roads to Wollongong also Mt Keira.This plan is a compilation of plans C.1. to C.8.649 drawn by CA Bailey 184",
[SZ472],T.211,Toongabbie,-,-,nd,Sketch of a few farms (very faint),
[4912],P.2.1263,Picton,-,-,1845,Village Picton - withdrawn from office use 4 Apr 1892,
[4192],M.229-.242.1427,Murrumbidgee District,-,-,,"Werang Creek, Tuppal Creek to Gulpa Road - parts Wakool and Murray Rivers LakesPoompur & Glenoe, Billabong Creek - Edward River from Nyang to Moulamein -County Wakool",8 of 15
[5840],T.2117a,Torrens,-,-,1872,"Torrens Village, Parish Torrens, County Bathurst at Kings Plains (as per Cat)",
[4706],P.5,-,-,-,1868,Plan showing produced Victorian boundary and part of the boundary between South Australia (lithograph),
[1492],B.6.1313,Bligh District,-,-,-,"Trace of part Castlereagh River downwards & line connecting it with Macquarie River at Dubbo - in 18 Sheets, numbered 1-18. Covers from near Binnaway to just north of Gilgandra - shows White's camp sites, station holders & names….",6 of 15
[1308],B.358,Bargo,-,-,nd,Pencil sketch of farms,
[SZ136],G.1137,Gippsland,-,-,Mar 1841,"Plan of the route & country through which Strzelecki passed between Yass to Mt Kosciusko, which he named in 1840, to Lakes Omeo & King to Melbourne. Shows squatting stations etc.This plan copied from the original by Surveyor General's Department, March,",
[SZ167],I.537 (1.3),Interior,-,-,1831,"Pencil sketch of the pass through the Liverpool Range, Major TL Mitchell's expedition of 1831",
[3501],L.25.1634,Lithographs,-,-,1877?,"Lithograph Newington Estate, Parish St John, Parramatta, for sale, 9 Nov 1877",2 of 3 plans
[4381],N.401.(4),Narellan,-,-,nd,Plan of the Village of Narellan.These are three similar plans of the village showing allotments (SR Map No.4381 also gives names),3 of 3 sheets
[5128],R.892c,Raymond Terrace,-,-,-,Copy of design plan as approved in 1837 - R.892B Lands Department,
[5699],S.2.1451,Sydney,-,-,nd,Proposed new streets at Wooloomooloo - copy of S. and S.1.1451 of Lands Department,
[4501],N.65.1306,New England/Gwydir Districts,-,-,-,"The Severn River & Fraser Creek, Arawatta and Cameron Creek - roads, reserves and stations",1 of 6
[5751],T.5.686,Talbragar River,-,-,nd,"Talbragar River at Fitzgerald's Uarbry Station, Mudgee Road and Dividing Range",2 of 2
[2657],E.152,Eastern Creek & Prospect,-,-,nd,"Survey of small farms, with names of land holders.The map also shows the railway from Seven Hills, and Blacktown to Quakers Hill",
[5608],S.1015a,St Leonards,-,-,1838,"St Leonards (now North Sydney, vide Gazette 9 Sep 1893) Town, submitted for approval but apparently used as office map until cancelled S.1015c by Lewis, Jun 1854",
[1759],C.15.513,Coast,-,-,,Plans of Government establishment at Richmond River.See also M.1151,3 of 5
[6034D],W.1a.1493,Walcha,-,-,-,Tracing showing the reserve at Walcha,
[4709],P.77,Parramatta,-,-,nd,Sketch of the Parish of Parramatta,
[1145],A.473,Argyle (County),-,-,-,"Survey of country in part County Argyle, County Murray and St Vincent, includes the pigeon house, Mount Nerrigar - Hills, Reids, Futters, Jonkins & Balcombs grants, and connecting road",
[1797],C.11.649,Cataract River,-,-,-,"Survey of a line of road between Broughtons Pass & Pheasants Nest, East Bargo, Mitchell's grant and Tyson's occupation & house shown",
[4810],(To be kept with P.714.v),Parramatta,-,-,nd,Tracing of P.714.v (SR Map No.4809),
[5445],S.696b,Sydney,-,-,1830 or 1831?,Plans showing proposed allotments on the Convict Garden near St Mary's Catholic Chapel (College Street) and Grammar School,1 of 3
[4193],M.229-.242.1427,Murrumbidgee District,-,-,,"Werang Creek, Tuppal Creek to Gulpa Road - parts Wakool and Murray Rivers LakesPoompur & Glenoe, Billabong Creek - Edward River from Nyang to Moulamein -County Wakool",9 of 15
[1493],B.7.1313,Bligh District,-,-,-,"Trace of part Castlereagh River downwards & line connecting it with Macquarie River at Dubbo - in 18 Sheets, numbered 1-18. Covers from near Binnaway to just north of Gilgandra - shows White's camp sites, station holders & names….",7 of 15
[2862],G.10.1481,Gold Field,-,-,Jan 1859,"Gold Field (Victoria).Ararat Gold Field. Details of township heads, roads and features",1 of 2
[SZ169],I.537 (2.1),Interior,-,-,1835,"Sketch of part of the expedition of Major TL Mitchell, 1835. Shows the journey from Boree to Bullocks River, Mar to Apr 1835 (scale 0.5 inch to 1 mile)",
[2920],G.2089 (2),Gulgong,-,-,-,"Village design.Charting copy, cancelled 26 Feb 1889",
[2658],E.201,East Creek,-,-,nd,"(Parish of Gidley)Boundaries of farms and grantees in the vicinity of Scholfields.Shows also the line of the railway between, Richmond and Blacktown",
[1387],B.712,Bong Bong,-,-,-,Showing Charles Throsby grants Throsby Park and house and road past to Argyle,
[5068],R.7.798,Roads,-,-,-,Plan of Great Road from Sydney showing lines beyond Lupton's Inn to Goulburn & that laid down after survey in Dec 1829 - copied by HC Butler from Major Mitchell's original map.Many station owners names shown,
[1799],C.13.649,Cataract River,-,-,-,Pass of the Cataract River,
[1233],A.3.1676,Albert District,-,-,-,"Plan of part of Paroo River Albert District - County Barrona, by C Arthur, Oct 18, 1861 - Station names and native names shown including Tungo, County Fitzgerald",
[1683],C.274,Cook District,-,-,-,Parts districts Bringelly and Cook (Minto Districts),
[2631],G.2204a,Gooloogong,-,-,-,Office Lithograph (catalogued) 18 Mar 1880,
[4914],P.1266,Post Towns (NSW),-,-,1845,"Map showing each Post Town, Village and Station in the colony of NSW 1845 (embracing from Adelaide to Brisbane).Scale:20 miles to an inch with schedule of distance from Sydney (on large tracing paper)",
[4194],M.229-.242.1427,Murrumbidgee District,-,-,,"Werang Creek, Tuppal Creek to Gulpa Road - parts Wakool and Murray Rivers LakesPoompur & Glenoe, Billabong Creek - Edward River from Nyang to Moulamein -County Wakool",10 of 15
[1494],B.8.1313,Bligh District,-,-,-,"Trace of part Castlereagh River downwards & line connecting it with Macquarie River at Dubbo - in 18 Sheets, numbered 1-18. Covers from near Binnaway to just north of Gilgandra - shows White's camp sites, station holders & names….",8 of 15
[3149],I.362d,Illawarra,-,-,nd,Plan on mounted tracing paper of Municipality of Central Illawarra.Scale:20 chains to 1 inch,1 of 2 sheets
[1466],B.1144,Botany,-,-,nd,"Sketch of the road to Botany, showing the Lachlan Mill Estate and the land of the Australian Cities Investment Company Ltd",
[1326],B.412,Bringelly Parish,-,-,c.1829,"With attached description and schedule of grantees names in the Parish of Bringelly signed by Oxley, Campbell and Cordeaux",
[5375],R.1998.a,Rankin (County),-,-,1879,County of Rankin. This is a photo-lithographic facsimile,2 of 2 sheets
[4712],P.108,Pennant Hills,-,-,nd,Sketch showing small farms and names at Pennant Hills,
[1801],C.1.676,Coast,-,-,1851,"Tracing showing Newcastle Harbour, Hunter River, Jun 1851 with numerous soundings etc.Several sketch views from HMS Acheron. Scale about 12 chains to an inch",
[6117],W.2085,Weekes,-,-,1871,Lithograph for office use,
[4623],N.1640d,Nimmitabel,-,-,1857,"Plan of the Town and part of the Parish of Nimmitabel, County Wellesley",
[3153],I.4.619,Illawarra,-,-,-,Plan of ten allotments for veteran soldiers at Dapto & Crown Reserve at Illawarra.No Survey details on this plan; for that see I.2.619 Lands Department,
[4913],P.1266,Post Towns (NSW),-,-,1844,Same as P.1266 (4914) on smaller scale:c.40 miles to an inch,
[4195],M.229-.242.1427,Murrumbidgee District,-,-,,"Werang Creek, Tuppal Creek to Gulpa Road - parts Wakool and Murray Rivers LakesPoompur & Glenoe, Billabong Creek - Edward River from Nyang to Moulamein -County Wakool",11 of 15
[3845],M.5.1081,Murrurundi,-,-,-,"Plan for Police Bench, returned to Surveyor General by C.S. letter 44/413",
[3064],H.717,-,-,-,-,Reduction of plans H.1.717 and H.2.717 - County Cook?,
[1495],B.9.1313,Bligh District,-,-,-,"Trace of part Castlereagh River downwards & line connecting it with Macquarie River at Dubbo - in 18 Sheets, numbered 1-18. Covers from near Binnaway to just north of Gilgandra - shows White's camp sites, station holders & names….",9 of 15
[2874],G.1.1484,GlenInnes,-,-,1852,Town and suburbs map as approved - in 1852 and later used as office map for charting,
[3615],M.377,Maria's River,-,-,nd,"Chart of Maria's River, Port Macquarie, surveyed by order of Captain F Allman (Commandant)",
